unit,duration,partner,sex,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,N_GE4,WORLD,F,NO	1636895 	1664995 	1641895 	1588009 	1599695 	1580390 	: 	1541516 	1419759 	1419759 	1478500 	1420381 	1444756 	1336089 	1375701 	1346630 	1261221 	1276279 	1311517 	1305362 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,F,PL	6995402 	6820579 	6522348 	6151839 	6195252 	5870000 	6150000 	5504000 e	5795000 	6756000 	6498000 	6020000 	5885000 	5717000 	5442000 e	6100000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,F,PT	1557164 	1442632 	1421517 	1368421 	1228019 	1309705 	1014749 	1090064 	1104990 	1202695 	822356 	913054 	1312947 	1413618 	1463688 	1322676 	1540246 	1543131 	1392803 	1491753 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,F,RO	881740 	829301 	795592 	893219 	872645 	903055 	889697 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,F,SE	2673709 	2457366 b	2027046 	2159658 	2013580 	: 	3257376 	3194044 	3130848 	3018554 	3092652 	2950408 	2953353 	: 	: 	: 	: 	: 	: 	: 	: 	2838000 	: 	: 	: 
NR,N_GE4,WORLD,F,SI	541967 	523605 	470508 	458155 	476036 e	443855 e	456870 	524000 	498000 	500000 	512969 	525146 	510429 	521864 	487485 	490195 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,F,SK	1239725 	1198079 	1123491 	1075616 	928384 	914539 b	1082738 	1137823 	1230063 	1363422 	1235837 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,F,UK	: 	: 	12375100 	12338700 	12091800 	15387900 	15607000 	16027000 	15915000 	15088000 	14981000 	15154000 	15230000 	15699000 	14950000 	15600000 	11424000 	11698000 	11552000 	14880000 	14430000 	14790000 	14500000 	: 	: 
NR,N_GE4,WORLD,M,AT	: 	2108821 	2123236 	2018334 	2016840 	1983216 	2109109 	2017422 	1997332 	1939838 	2003881 	1919336 	2109864 	1771326 	1670992 	1640563 	1484541 	1672450 	1730365 	1525117 	1513400 	: 	1494400 	: 	: 
NR,N_GE4,WORLD,M,BE	2496438 	2411438 b	2378133 	2309108 	2157776 	2418099 	1907623 	2123653 	2111704 	2061286 	1961582 	1964655 	1868336 	2088813 	1871097 	1850122 	1682673 	1727064 	: 	1660784 	2129253 	: 	2540690 	: 	: 
NR,N_GE4,WORLD,M,BG	720813 	799935 	644567 	651112 	517676 	463434 	349867 b	508302 e	519284 e	650066 e	490871 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,CH	2748491 	2745210 	2680634 	2549509 	2537245 	2468703 	2372312 	2383393 	2408615 	2338861 	2248122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,CY	197654 e	176643 e	183753 e	178214 e	154386 e	94937 e	147803 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,CZ	2653673 	2782302 	2724486 	2678328 	2899743 	2478615 	2504443 e	2562867 	2567060 	2360030 e	2287880 e	2363448 	2238127 	2482285 	2392806 	2148693 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,DE	23313748 	21373387 	23149140 	21642722 	21199754 	22301521 	22569382 	22789397 	22164726 	22343709 	21057308 	21449225 	28157607 	27585748 	21929000 	22325000 	22301000 	27955000 	27052000 	25000000 	30800000 	27300000 	: 	: 	: 
NR,N_GE4,WORLD,M,DK	1181324 e	1413045 e	1684399 	1660218 	1701358 	1702118 	1608623 	1523069 	1442055 	1364691 	1517927 	1351409 	1351409 	1371512 	1319079 	1359500 	1275900 	1313800 	1637000 	1420900 	1303300 	1430000 	1486000 	: 	: 
NR,N_GE4,WORLD,M,EA	76176187 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,EE	277170 	192027 	224882 	212357 	210774 	192933 	191997 b	: u	: u	174198 	150804 	164360 	99498 	112582 	88373 	100594 	110731 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,EL	1577788 	1421029 	1254013 	1311557 	1461951 	1249440 	1279931 	1350129 	1507085 	1937506 	2033086 	1991331 	1990350 	2165823 	1547651 	1918330 	1884066 	1937785 	2154433 	1804931 	2443703 	2802569 	3284902 	1655038 	1655038 
NR,N_GE4,WORLD,M,ES	10120787 	9288379 	9470718 	9078812 b	7062883 	7126608 	7083058 	7528969 	7093890 	7699204 	7890984 	7873412 	8032739 	6907981 	6860476 	10263976 	10052866 	8287713 	13239429 	10549759 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,EU25	102087332 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,EU27	103723311 e	: 	: 	: 	: 	: 	: 	104137709 e	105216782 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,EU28	104336343 e	: 	: 	: 	: 	: 	: 	104629148 e	105952271 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,FI	1531893 	1589743 	1512066 	1579490 	1448106 	1498415 	1509963 b	1285000 	1236000 	1219000 	1251000 	1246000 	1178000 	1172000 	1124000 	1111000 	1128000 	1084000 	1051000 	996000 	1008000 	1109000 	952000 	: 	1008000 
NR,N_GE4,WORLD,M,FR	14916154 	14298219 	17454693 	16018939 	15935738 	15923801 	15631191 	16143365 	15742153 	16399116 	16114668 	15943606 	16051952 	16129878 	14011000 	13977000 	: 	13372000 	13196000 	13484000 	13458000 	13717000 	: 	: 	: 
NR,N_GE4,WORLD,M,HR	613032 	649050 	567658 	554261 b	556044 	578205 	573744 	491439 	735489 	738237 	628622 	654179 	: 	: 	737728 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,HU	1529928 	1465737 	1485226 	1462917 	1372332 	1365511 	1399307 b	1268171 	1901878 	1784776 	1987112 	1320643 	1356471 	1897141 	1858642 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,IE	1090467 	1003768 	991816 	920621 	947477 	845108 	912549 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1064000 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,IT	10094469 	9206590 	9036219 	9354794 	8358481 b	8266340 	10125523 	11209806 	12196621 	12377079 	11605455 	12303649 	12235560 	12107518 	11977113 	12139502 	11928034 	11692519 	11232117 	10540339 	10673228 	11028688 	: 	: 	: 
NR,N_GE4,WORLD,M,LT	270805 	282745 	286097 	319060 	332832 	319589 	286640 	426004 	380206 	362258 	475480 	371933 	365289 	399819 	302265 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,LU	109776 	185475 	183285 	176706 	158016 	185612 	154306 	143029 	126590 	158000 	149648 	129445 	94000 	116000 	113000 	121000 	113000 	114000 	106000 	109000 	108000 	109000 	: 	: 	: 
NR,N_GE4,WORLD,M,LV	: 	233174 	229989 	224181 	203039 	211063 	172493 	207369 	195297 	196783 	219668 	210428 	197147 	214875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,MK	135904 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,MT	116833 	102868 	86803 	71334 	69253 	61499 	64277 	60007 	72023 	70246 	69369 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,NL	5325503 	5180462 	5121859 	4887238 	4881719 	4975972 	4945361 b	4826000 	4773000 	4649000 	4595000 	4531000 	4439000 	4422000 	4478000 	4501000 	4271000 	4342000 	4253000 	4311000 	4346000 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,NO	1732803 	1622876 	1581107 	1565959 	1619931 	1571635 	: 	1500058 	1401537 	1401537 	1436084 	1310299 	1355969 	1296665 	1229634 	1291922 	1265436 	1292135 	1213667 	1245807 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,PL	6259106 	6046825 	5990338 	5654228 	5620665 	6010000 	4710000 	4723000 e	4971000 	5085000 	5249000 	4970000 	4580000 	4715000 	4633000 e	4900000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,PT	1283071 	1228549 	1217196 	1217787 	1113781 	1138638 	904330 	925535 	954167 	1081316 	705699 	812712 	1120978 	1098637 	1200577 	1150523 	1334783 	1320129 	1232735 	1165203 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,RO	915166 	846255 	797659 	877280 	872334 	892435 	929930 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,SE	2393507 	2487316 b	1989108 	2163290 	1863230 	: 	3068130 	2982484 	2942065 	2832348 	2844956 	2814422 	2665120 	: 	: 	: 	: 	: 	: 	: 	: 	2786000 	: 	: 	: 
NR,N_GE4,WORLD,M,SI	506629 	452930 	470547 	461412 	436111 e	428717 e	458476 	512000 	499000 	516000 	523701 	540984 	525758 	491957 	477747 	471730 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,SK	1195685 	1039917 	1076135 	1062648 	862207 	923260 b	951135 	1054695 	1185869 	1001452 	1130765 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,UK	: 	: 	11151800 	11813200 	11090400 	12897100 	13947000 	13971000 	15018000 	14017000 	14087000 	13850000 	14919000 	15079000 	14240000 	15250000 	9710000 	10114000 	10051000 	14130000 	13540000 	13290000 	13040000 	: 	: 
NR,N_GE4,WORLD,T,AT	: 	4419440 	4418247 	4293217 	4250086 	4196358 	4274899 	4274999 	4179708 	4160300 	4285709 	4094322 	4320494 	3743035 	3588175 	3602938 	3103877 	3479331 	3604874 	3213558 	3131700 	: 	3115700 	: 	: 
NR,N_GE4,WORLD,T,BE	5129882 	4892543 b	5124488 	4759873 	4493768 	5030113 	3936747 	4401993 	4316928 	4254919 	4139824 	3962028 	3932097 	4307605 	4009220 	3855125 	3476400 	3517228 	: 	3430466 	4364393 	: 	5216250 	: 	: 
NR,N_GE4,WORLD,T,BG	1499268 	1589043 	1250157 	1340724 	1048103 	898328 	708617 b	1117119 e	1085735 e	1468080 e	1125775 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,CH	5602655 	5578408 	5506010 	5215723 	5157234 	5021948 	4906022 	4853676 	4801767 	4753219 	4523010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,CY	406519 e	377691 e	377204 e	374251 e	335665 e	201147 e	316849 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,CZ	5390147 	5617867 	5461837 	5404775 	5860238 	5050417 	5105154 e	5234794 	5519196 	4826585 e	4573947 e	4767847 	4515035 	4842954 	4668378 	4281504 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,DE	47231661 	43914403 	45666926 	44854461 	45176420 	45500860 	45450152 	47635092 	46369410 	46597527 	44714533 	44993362 	57110828 	57955228 	44828000 	46083000 	46665000 	55236000 	53490000 	50700000 	62800000 	56700000 	: 	: 	: 
NR,N_GE4,WORLD,T,DK	2373251 e	2934117 e	3543693 	3431417 	3459870 	3431117 	3349876 	3095863 	2973605 	2911833 	2941911 	2755798 	2755798 	2813503 	2720612 	2802000 	2671100 	2711400 	3306600 	2902600 	2705700 	2944000 	3179600 	: 	: 
NR,N_GE4,WORLD,T,EA	156009608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,EE	613571 	483428 	485221 	457647 	478734 	439550 	416498 b	: u	: u	444440 	385079 	371458 	259375 	279756 	231368 	258419 	294962 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,EL	3310908 	3030286 	2668259 	2780638 	3041058 	2609241 	2720425 	2847268 	3174318 	3976570 	4106151 	4040329 	4178526 	4459957 	3332537 	4025817 	3951817 	4120492 	4416101 	3908957 	5159851 	5812597 	6877952 	3448570 	3448570 
NR,N_GE4,WORLD,T,ES	20736532 	19486797 	19664167 	18689044 b	14768231 	15103549 	14857373 	15830771 	14874946 	16260618 	16611523 	16550838 	16702202 	14656060 	11822760 	17899213 	17699604 	17718301 	27987899 	21658194 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,EU25	210551127 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,EU27	213847301 e	: 	: 	: 	: 	: 	: 	217879089 e	219009211 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,EU28	215132000 e	: 	: 	: 	: 	: 	: 	219039715 e	220437204 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,FI	3150300 	3091860 	3074364 	3153223 	3009361 	3043838 	3003136 b	2650000 	2583000 	2557000 	2560000 	2638000 	2491000 	2511000 	2360000 	2404000 	2308000 	2297000 	2216000 	2156000 	2114000 	2241000 	1970000 	2066000 	2114000 
NR,N_GE4,WORLD,T,FR	30948248 	30076449 	32822497 	33640981 	33641401 	33732725 	33475541 	33725738 	33380179 	34051544 	34043867 	34064713 	34020479 	34186837 	29829000 	29552000 	: 	28573000 	28556000 	28992000 	29011000 	29088000 	: 	: 	: 
NR,N_GE4,WORLD,T,HR	1284699 	1235242 	1119576 	1084727 b	1236591 	1071901 	1238527 	1160626 	1427993 	1420228 	1309176 	1325971 	: 	: 	1423073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,HU	3220675 	3070877 	3145209 	3066132 	2932883 	2883016 	2972789 b	2663136 	4037673 	3838292 	4364776 	2866220 	2982704 	4237684 	4141344 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,IE	2244945 	2141669 	2112565 	1987949 	2024182 	1811280 	1892215 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2291000 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,IT	20456971 	18902078 	18386564 	19000316 	17283859 b	17605427 	20543435 	23002883 	24579973 	25070920 	23672813 	24931700 	24782249 	24470576 	24315737 	24540069 	24199133 	23729795 	22833817 	21507954 	21964559 	22718754 	: 	: 	: 
NR,N_GE4,WORLD,T,LT	642761 	667774 	664420 	701600 	711835 	682718 	624272 	975708 	890202 	839440 	1036580 	770532 	748035 	727952 	620295 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,LU	224624 	371782 	363632 	350013 	306831 	349212 	305243 	295363 	253594 	313793 	305701 	249949 	190000 	234000 	230000 	241000 	225000 	224000 	217000 	223000 	219000 	214000 	: 	: 	: 
NR,N_GE4,WORLD,T,LV	: 	514757 	528144 	497235 	451906 	469646 	390030 	462527 	346146 	345183 	391420 	364930 	359956 	381155 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,MK	289119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,MT	223382 	198633 	165513 	141236 	142470 	130118 	121013 	127462 	145992 	140617 	120971 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,NL	10691660 	10619553 	10435079 	10022710 	9916805 	10122479 	10249101 b	9697000 	9644000 	9346000 	9355000 	9153000 	9072000 	9104000 	9200000 	9135000 	8892000 	8841000 	8768000 	8835000 	8801000 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,NO	3369698 	3287871 	3223002 	3153969 	3219625 	3152025 	: 	3041574 	2821296 	2821296 	2914584 	2730680 	2800725 	2632755 	2605335 	2638552 	2526656 	2568413 	2525184 	2551169 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,PL	13254508 	12867405 	12512686 	11806067 	11815917 	11880000 	10860000 	10227000 e	10766000 	11841000 	11747000 	10990000 	10465000 	10432000 	10075000 e	11000000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,PT	2840235 	2671181 	2638713 	2586208 	2341800 	2448343 	1919079 	2015599 	2059157 	2284011 	1528055 	1725767 	2433924 	2512255 	2664265 	2473200 	2875028 	2863260 	2625538 	2656956 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,RO	1796906 	1675556 	1593251 	1770499 	1744979 	1795490 	1819627 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,SE	5067216 	4944682 b	4016154 	4322947 	3876810 	: 	6325505 	6176528 	6072913 	5850901 	5937608 	5764830 	5618473 	: 	: 	: 	: 	: 	: 	: 	: 	5624000 	: 	: 	: 
NR,N_GE4,WORLD,T,SI	1048596 	976535 	941055 	919567 	912147 e	872572 e	915345 	1036000 	996000 	1016000 	1036670 	1066130 	1036187 	1013821 	965232 	961925 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,SK	2435410 	2237996 	2199626 	2138264 	1790591 	1837799 b	2033873 	2192518 	2415931 	2364874 	2366602 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,UK	: 	: 	23526890 	24150900 	23182200 	28285000 	29554000 	29998000 	30934000 	29105000 	29087000 	29005000 	30150000 	30778000 	29190000 	30850000 	21137000 	21703000 	21609000 	29010000 	35410000 	28070000 	27540000 	: 	: 
PC_POP,N1-3,WORLD,F,AT	: 	59.25 	57.25 	57.24 	57.76 	61.58 	58.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,BE	43.41 	40.25 b	32.62 	31.54 	28.03 	32.7 	23.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,BG	19.52 	21.01 	15.52 	15.7 	16.07 	10.22 	8.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,CH	67.11 	66.88 	67.57 	68.75 	64.22 	64.2 	66.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,CY	39.09 e	35.2 e	38.75 e	34.26 e	35.09 e	29.51 e	40.26 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,CZ	67.42 	70.61 	69.08 	67.74 	70.45 	61.48 	62.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,DE	69.9 	65.66 	68.24 	67.95 	70.55 	68.58 	68.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,DK	34.06 e	35.4 e	45.11 	42.43 	46.63 	42.75 	43.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,EE	71.21 	64.95 	54.36 	48.62 	64.71 	52.51 	50.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,EL	13.02 	12.4 	10.56 	11.85 	11.82 	9.05 	13.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,ES	49.17 	51.61 	47.25 	45.21 b	37.3 	37.04 	36.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,FI	85.93 	85.85 	85.76 	86.63 	85.88 	85.06 	87.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,FR	56.15 	54.97 	50.46 	49.71 	50.88 	49.99 	50.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,HR	25.36 	21.29 	19.02 	18.76 b	27.41 	26.05 	36.37 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,HU	43.78 	44.13 	41.21 	39.06 	38.86 	36.91 	38.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,IE	49.84 	49.14 	48.12 	47.76 	47.2 	44.83 	47.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,IT	19.05 	18.79 	21.23 	18.55 	16.85 b	18.01 	22.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,LT	29.02 	28.41 	28.51 	28.62 	28.79 	26.81 	25.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,LU	70.98 	66.47 	51.35 	55.19 	45.58 	52.89 	49.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,LV	: 	45.5 	49.24 	45.02 	43.02 	40.73 	46.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,MK	17.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,MT	25.79 	25.77 	22.38 	21.97 	22.98 	23.75 	22.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,NL	56.24 	57.28 	58.21 	57.1 	57.89 	55.6 	60.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,NO	83.29 	81.14 	81.2 	80.52 	81.97 	85.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,PL	43.87 	41.85 	40.81 	37.95 	35.84 	28.5 	29.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,PT	33.01 	30.08 	30.66 	16.71 	16.95 	29.33 	24.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,RO	15.15 	15.52 	13.41 	14.6 	13.87 	13.04 	11.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,SE	76.67 	78.99 b	42.48 	41.03 	39.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,SI	36.62 	36.04 	37.28 	28.87 	33.99 e	30.9 e	34.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,SK	51.03 	45.12 	31.18 	27.62 	24.72 	26.86 b	14.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,UK	: 	: 	21.26 	23.64 	24.17 	22.29 	8.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,AT	: 	57.61 	59.23 	57.67 	56.72 	57.52 	57.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,BE	42.86 	39.5 b	31.76 	29.58 	28.33 	29.03 	24.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,BG	21.67 	23.51 	17.82 	17.36 	18.17 	10.43 	8.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,CH	70.13 	70.15 	69.45 	66.46 	66.32 	68.88 	63.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,CY	38.5 e	33.89 e	38.4 e	33.61 e	35.13 e	29.63 e	44.29 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,CZ	68.27 	72.17 	70.89 	69.08 	68.92 	62.15 	63.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
