unit,purpose,duration,partner,sex,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
THS_EUR,PERS,N_GE4,WORLD,F,NL	8020397.69 	7793090.99 	6259294.08 	5871324.51 	5758154.32 	5710880.54 	6078331.35 b	5769000 	5574000 	5622000 	6032000 	5263000 	5000000 	4955000 	4728000 	4693000 	4694000 	4346000 	4281870 	3994173 	3982574 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,F,NO	4701793.24 	5573176.84 	5193731.51 	5109990.59 	5136460.78 	4770666.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,F,PL	: 	5004876.92 	4364245.05 	4121329.4 	3842882.12 b	4815827.44 	4559557.22 	1475513 e	1647183 	1511230 	2069987 e	1598964 	1396340 e	1165797 e	976407 e	1125107 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,F,PT	988600.19 	865017.31 	682485.87 	833473.73 	673362.28 	552571.35 	519317.38 	505686 	793294 	886148 	: u	690335 	726389 	805659 	847692 	592439 	690091 	631749 	577494 	563988 	413309 	426797 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,F,RO	: 	728590.75 	616685.44 	570169.29 	546673.57 	547446.4 	494848.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,F,SE	: 	: 	1994847.67 	2369046.45 	2364880.59 	: 	: 	4710625 	4251518 	3639856 	3892691 	3626772 	3341546 	: 	: 	: 	: 	: 	: 	: 	: 	2796760 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,F,SI	370442.18 	338970 	356754.89 	317617.61 	299597.72 	285068.61 	273169.81 	338404 	326925 	360987 	293363 	291050 	258982 	209669 	194910 	181728 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,F,SK	1122985.85 	877128.4 	753528.37 	778577.61 	722523.79 	636608 b	940155.06 	884817 	667734 	998315 	939646 	871641 	678809 	550724 	600970 	503770 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,F,UK	: 	: 	: 	: 	: 	17995785.99 	: u	16466172 	16221745 	17050531 	20112272 	22469825 	: 	: 	33821943 	30744820 	34098033 	34928619 	34745799 	23188080 	20673414 	18808211 	13623774 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,AT	4844516.16 	4635961.08 	4182849.06 	3934325.29 	3739807.25 	3998804.81 	3623172.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,BE	3373822.67 	3029712.76 b	3401917.39 	3069796.31 	3174961.65 	3367200.03 	2361684.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,BG	280856.19 	290623.07 	189589.04 	153578.06 	168942.1 	164805.12 	161886.62 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,CH	6350610.06 	6247456.91 	6072090.29 	5614734.31 	5246155.5 	5255584.8 	4907255.14 	4560333 	3841109 	3753235 	3278947 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,CY	519328.73 	446849.19 	442811.7 	377672.12 	379721.63 	323625.3 	230102.47 b	313796 	317685 	: 	355725 	303297 	256963 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,CZ	1860908.87 	1765370.96 	1555814.68 	1355493.87 	1268434.87 	1413794.49 	1318374.46 	: 	: 	: 	: 	1495297 	1282238 	1264534 	1199090 	1158286 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,DE	56726066.18 	42116961.53 	37608491.9 	36241140.61 	35114659.86 	36253458.82 	33383975.82 	33815610 	31158000 	29285490 	30806400 	30181000 	43179887 	39280390 	41500000 	58730000 	50307000 	45402208 	48920972 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,DK	5044990.67 	4666604.14 	3123806.83 	2571734.61 	2761950.53 b	2173317.26 b	1954464.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,EE	486452.26 	214590.42 	177240.6 	205115.56 	158322.5 	149579.12 	93791.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,EL	896685.21 	698345 	645208.91 	628568.84 	671224.92 	625980.52 	514305.47 	976585 	1130676 	1677343 	2085894 	1773293 	1931617 	1612411 	1202891 	797146 	691395 	632595 	720878 	557212 	645851 	683028 	831291 	572894 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,ES	11031163.87 	10013613.46 	9674403.64 	9184995.66 b	7068837.84 	7190608.12 	6906841.29 	8118755 	8108003 	7819666 	7482792 	7783091 	7422456 	6606748 	5569948 	4831832 	4616002 	4854499 	4447300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,FI	3368835.29 	2962754.72 	2962441.68 	2750785.95 	2785425.21 	3054538.74 	2978442.28 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,FR	38398014.18 	25442132.55 	23723226.07 	23201684.84 	26302277.23 	25284069.81 	24048035.25 b	26368523 	23401153 	22060651 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,HR	387199.46 	356754.81 	294775.7 	511927.34 	439343.21 	548219.06 	456758.66 	551752 	657648 	586946 	570620 	582034 	: 	: 	239976 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,HU	835036.21 	788230.2 	717748.38 	704513.37 	689022.89 	560159.01 	573183.1 	545996 	580554 	617751 	815789 	788781 	594002 	549288 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,IE	2281154.29 	2156284.97 	2109385.61 	1894752.46 	1780045.14 	1767440.37 	1827549.8 	1601900 	1882000 	1879000 	2404000 	2627800 	: 	1537200 	1289000 	1257600 	1188000 	107000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,IT	7990175.03 	7140321.88 	6397381.69 	5358173.29 	5782542.28 b	7276227.81 	8670410.32 	: u	: u	: u	: u	11576875 	11858758 	10506612 	9733601 	9411743 	9293611 	8577609 	8670823 	8305972 	7906593 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,LT	307068.84 	299615.83 	280568.08 	245093.12 	247880.28 	261237.24 	239961.72 	: 	186138 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,LU	632297.39 	650847.78 	454940.77 	433996.72 	506453.79 	435738.72 	424949.37 	372060 	343780 	377370 	315230 	322540 b	769334 	789292 	791086 	719944 	745370 	546089 	483484 	418520 	412775 	413049 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,LV	143469.55 	163110.35 	100134.31 	124195.05 	161881.01 	118213.95 	121818.26 	90065 	83011 	92165 	144164 	164591 	134375 	89053 	: 	80201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,MT	209837.09 	165101.57 	153946.12 	127228.52 	107802.85 b	126564.54 	113938.77 	88446 	83250 	72230 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,NL	7937434.09 	7883921.81 	5947462.81 	5760087.94 	5764906.58 	5901719.68 	6171816.1 b	6203000 	6270000 	6103000 	6035000 	5424000 	5129000 	4869000 	5096000 	4871000 	4766000 	4178000 	3884359 	4049988 	3781193 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,NO	4882201.93 	6371633.63 	5385916.47 	5920051.08 	6021788.46 	5399257.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,PL	: 	3993682.52 	3709423.49 	3322848.03 	2974389.59 b	4120698.64 	4602106.36 	1436684 e	1612136 	1465015 	1716921 e	1384888 	1350137 e	1352225 e	1159760 e	1111470 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,PT	795857.82 	723763.42 	582720.4 	698356.37 	594253.71 	477910.79 	450685.67 	422245 	726973 	750648 	: u	608143 	622298 	664953 	731259 	572535 	721439 	554832 	560626 	524262 	362739 	420556 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,RO	: 	739240.58 	670975.61 	614894.01 	597778.48 	621453.34 	675591.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,SE	: 	: 	2205988.01 	2609763.48 	2428819.31 	: 	: 	4736318 	4324914 	3514799 	4395332 	4268062 	3645617 	: 	: 	: 	: 	: 	: 	: 	: 	3139452 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,SI	370281.08 	280557.6 	292545.5 	292166.45 	241065.38 	254147.91 	279561.87 	325190 	314343 	340099 	284992 	286396 	256553 	242245 	188238 	200672 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,SK	793598.78 	721582.73 	663201.09 	677352.38 	373976.51 	505122.86 b	876721.99 	690771 	694304 	790828 	841998 	850139 	651404 	585757 	515166 	478948 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,M,UK	: 	: 	: 	: 	: 	20275592.73 	: u	17346807 	17636602 	17512964 	21728538 	24204343 	: 	: 	33792031 	30011286 	33580565 	33497943 	32129462 	22550950 	19550910 	17760984 	13062210 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,AT	10129299.08 	9391705.72 	8927052.29 	8102880.15 	8012767.68 	8434137.74 	7888928.76 	7683562 	7952539 	8166802 	7365350 	7402153 	7678829 	5899823 	9869380 	10765323 	4786920 	9087696 	9965662 	4176763 	3559612 	: 	3879066 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,BE	7154080.93 	6240903.62 b	7318613.52 	6152877.98 	6313708.88 	7046095.28 	4790975.18 	5167166 	4627010 	5048022 	5574668 	4954899 	4761492 	5042917 	4656939 	4344387 	3577908 	3533945 	3870932 	3110345 	3136569 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,BG	595447.39 	564975.19 	390754.99 	336549.92 	349710.41 	338309.8 	309249.96 b	870933 	660655 	975825 	631473 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,CH	12599241 	12640204.05 	13006753.05 	11458136.11 	10284787.71 	10499253.22 	10018032.83 	9363027 	8240367 	7456928 	6672546 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,CY	1101549.57 	1103830.74 	953142.95 	801353.17 	910815 	822210.08 	539727.84 b	778589 	774200 	: 	920933 	754712 	647791 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,CZ	3847083.61 	3601283.88 	3158861.5 	2801795.01 	2575662.65 	2886276.38 	2881581.08 	2770555 	2823543 	3078749 	3773789 	2997925 	2590862 	2393082 	2214397 	2287633 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,DE	114473218.52 	84789973.41 	75913594.86 	70730735.41 	71286314.45 	73301246.58 	67055415.34 	68821380 	66458000 	63656420 	64258100 	61689000 	79586472 	72673202 	82170000 	114988000 	93924000 	85236958 	94888160 	86288941 	54624987 	47309736 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,DK	9929098.35 	9657439.65 	6620802.17 	5072366.88 	5634114.97 b	4409527.27 b	4259401.75 	5985330 	5609509 	4398208 	5303900 	5994417 	5302516 	3875872 	3172892 	3180055 	2776441 	2754510 	2753863 	2530623 	2485472 	2479819 	2546872 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,EE	1018783.4 	511668.19 	412150.54 	440607.08 	381474.42 	349244.97 	282838.75 	229399 	299067 	196196 	168692 	132773 	119584 	97335 	66379 	79242 	59275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,EL	1863820.54 	1510245.78 	1417358.6 	1327430.81 	1425485.76 	1318284.24 	1063440.31 	2040804 	2340059 	3480811 	4230274 	3652339 	4021531 	3242746 	2663080 	1584801 	1457297 	1342216 	1495765 	1181877 	1325226 	1432462 	1745645 	1226001 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,ES	23691801.54 	22161501.71 	20981297.07 	19109273.34 b	15154269.51 	15492411.88 	14742401.88 	17297069 	17414874 	17066619 	16523265 	16734335 	15336585 	13737450 	10189820 	10237883 	9805236 	10285040 	9321031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,FI	6718043.35 	6110447.67 	5910066.48 	5936474.51 	6039023.18 	5874694.61 	5953979.61 b	4577000 	4619000 	4161000 	3828000 	3642000 	3537000 	2978000 	2818000 	2490000 	2724000 	2775942 	2575798 	1769337 	1519095 	1580093 	1482443 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,FR	84516149.48 	55947420.65 	50318825.09 	49115668.67 	55534851.58 	52937596.3 	51389177.2 b	54663933 	49190566 	46419807 	77246000 	55574000 	51089000 	50066000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,HR	808916.1 	752867.63 	589703.64 	980954.47 	853291.01 	1123890.85 	988502.14 	1068996 	1295782 	1135815 	1108228 	1138289 	: 	: 	434887 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,HU	1819228.31 	1691967.09 	1553422.3 	1493269.49 	1448478.58 	1198279.3 	1217203.63 	1192701 	1269417 	1336939 	1765011 	1676833 	1288742 	1556529 	990606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,IE	4903813.5 	4686612.22 	4444447.28 	4071372.62 	4089516.09 	3929876.59 	4003354.8 	3548300 	4076000 	4067000 	5228000 	5525700 	4168800 	3346700 	2827000 	2680200 	2575200 	2292900 	1830962 	2697660 	2654389 	1484918 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,IT	17249165.14 	15485465.57 	13364260.56 	11635127.53 	11921836.38 b	16017261.44 	18043594.97 	18062926 	22808620 	23827737 	25417135 	23575769 	24051068 	21882246 	20349806 	19137495 	19009768 	17496201 	18219797 	17155243 	16999953 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,LT	743536.38 	670423.16 	643015.9 	590569.26 	571486.85 	600923.82 	551434.49 	507868 	460895 	370037 	588340 	515116 	427864 	407750 	250908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,LU	1368777.54 	1240284.93 	921871.35 	885396.46 	951579.88 	830551.7 	821097.4 	712620 	664720 	708510 	626910 	608080 b	1584531 	1621584 	1574453 	1460103 	1412077 	1042166 	950513 	841706 	856732 	810733 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,LV	326663.22 	368907.32 	281801.1 	294529.05 	383378.08 	318284.77 	319749.82 	369890 	384565 	372892 	515736 	363431 	301788 	212287 	: 	160938 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,MT	391044.58 	326463.77 	320121.67 	245128.16 	227010.1 b	243584.69 	219206.44 	173631 	161512 	149957 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,NL	15957831.78 	15677012.8 	12206756.9 	11631412.45 	11523060.9 	11612600.22 	12250147.45 b	11972000 	11844000 	11725000 	12067000 	10687000 	10128000 	9824000 	9810000 	9572000 	9464000 	8534000 	8168498 	8047338 	7763316 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,NO	9583995.17 	11944810.47 	10579647.98 	11030041.67 	11158249.24 	10169923.15 	: 	7763749 	7043839 	5967254 	6553498 	6250483 	609230 	5950782 	5127185 	4239735 	4485639 	4148754 	4246437 	3807032 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,PL	: 	8998559.44 	8073668.54 	7444177.44 	6817271.72 b	8936526.07 	9161663.58 	2912197 e	3259319 	2976245 	3786908 	2983852 	2746477 e	2518021 e	2136167 e	2236577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,PT	1784458.01 	1588780.73 	1265206.28 	1531830.09 	1267615.99 	1030482.15 	970003.05 	927931 	1520267 	1636796 	: u	1298478 	1348687 	1470613 	1578951 	1164974 	1411531 	1186581 	1138121 	1088250 	776048 	847353 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,RO	: 	1467831.32 	1287661.05 	1185063.3 	1144452.05 	1168899.74 	1170440.52 	813581 	719142 	954623 	1088414 	: 	: 	: 	41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,SE	: 	: 	4200835.68 	4978809.92 	4793699.9 	: 	: 	9446942 	8576431 	7154655 	8288023 	7894725 	6987163 	: 	: 	: 	: 	: 	: 	: 	: 	5936213 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,SI	740723.26 	619527.6 	649300.39 	609784.07 	540663.1 	539216.51 	552731.68 	663594 	641268 	701086 	578355 	577446 	515534 	451914 	383148 	382401 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,SK	1916584.63 	1598711.13 	1416729.46 	1455929.99 	1096500.3 	1141730.86 b	1816877.05 	1575588 	1362037 	1789143 	1781645 	1721779 	1330214 	1136481 	1116136 	982718 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,WORLD,T,UK	: 	: 	: 	: 	: 	38271378.72 	: u	33812978 	33858347 	34849709 	41840810 	46891896 	: 	: 	67613975 	60756106 	67678597 	68426562 	66875260 	45739030 	40224323 	36569195 	26685983 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,AT	165233.85 	139680.98 	172874.24 	155805.76 	155861.7 	186169.44 	210193.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,BE	17135.4 u	6502.06 bu	5178.36 	8497.93 u	3437.24 u	: u	11556.19 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,BG	6295.69 u	5221.64 u	3509.44 u	4398.24 u	4778.84 u	4425.16 u	2245.26 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,CH	35235.2 u	44529.74 u	: u	: u	34239.72 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,CY	: c	: 	: u	: u	: u	3141.57 u	1088.39 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,CZ	21328.42 	21707.14 	25671.79 	15741.53 	21843.98 	21279.83 	22818.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,DE	2694632.81 	2179475.04 	2143956.2 	1889776.59 	2131866.48 	1862345.92 	1857542.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,DK	222788.54 	228848.02 	130298.09 	197014.7 	135884.02 b	227332.28 b	66222.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,EE	24769.7 	21257.28 	15562.92 	13644.62 	8825.87 	4312.99 	3875.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,EL	7961.64 	6504.26 	11004.06 	10497.54 	10800.3 	9637.04 	8664.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,ES	439266.93 	406440.29 	367466.33 	247880.94 b	134866.18 	156031.69 	195054.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,FI	292868.46 	292574.6 	336851.16 	272574.27 	316551.84 	302377.94 	345775.84 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,FR	1678943.5 	1759618.44 	997907.79 	1022619.82 	1163033.02 	1248408.76 	1283915.35 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,HR	19131.77 	19110.87 	19245.57 	17572.63 	25476.55 	23017.7 	23757.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,HU	7925.04 	6198.38 	5874.99 	6086.65 	5294.23 	9119.44 	6909.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,IE	38803.37 	45143.87 	28746.8 	32249.48 	28183.76 	27753.09 	21042.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,IT	337566.06 	293409.63 	233246.23 	124764.65 u	167187.65 b	345227.27 	520808.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,LT	12152.12 	12137.29 	11757.29 	10573.18 	9028.97 	8467.21 	5992.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,LU	: c	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,LV	: c	: c	: c	2549.93 u	: u	2145.93 u	2318.49 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,MT	: c	: c	: c	: c	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,NL	99281.69 	95768.11 	58444.56 	68940.28 	62577.11 	88233.86 	88105.24 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,NO	426600.41 	515541.81 	663561.03 	421797.63 	454654.9 	403896.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,PL	: 	52617.59 	41926.15 	48440.23 	43047.69 b	151149.21 	108671.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,F,PT	36367.41 	28998.32 	23656.56 	22516.34 	18507.71 	15557.58 	13308.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
