"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","TRA_MODE","Value","Flag and Footnotes"
"2016","France","Number","Personal reasons","1 night or over","All countries of the world","Land","163,466,142",""
"2016","France","Number","Personal reasons","1 night or over","All countries of the world","Railways","22,260,862",""
"2016","France","Number","Personal reasons","1 night or over","All countries of the world","Bus, coach","3,351,738",""
"2016","France","Number","Personal reasons","1 night or over","All countries of the world","Motor vehicle","137,060,645",""
"2016","France","Number","Personal reasons","1 night or over","All countries of the world","Waterway","777,936",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Domestic","Total","87,141,181",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Domestic","Air","929,916",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Domestic","Land","86,161,923",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Domestic","Railways","10,665,743",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Domestic","Bus, coach","1,252,334",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Domestic","Motor vehicle","73,762,531",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Domestic","Waterway",":","u"
"2016","France","Number","Personal reasons","From 1 to 3 nights","Outbound","Total","4,722,287",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Outbound","Air","1,429,705",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Outbound","Land","3,230,364",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Outbound","Railways","733,932",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Outbound","Bus, coach","304,876",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Outbound","Motor vehicle","2,181,794",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","Outbound","Waterway",":","u"
"2016","France","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Total","91,863,468",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Air","2,359,621",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Land","89,392,287",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Railways","11,399,674",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Bus, coach","1,557,210",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Motor vehicle","75,944,325",""
"2016","France","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Waterway","111,560","u"
"2016","France","Number","Personal reasons","4 nights or over","Domestic","Total","71,501,223",""
"2016","France","Number","Personal reasons","4 nights or over","Domestic","Air","2,359,335",""
"2016","France","Number","Personal reasons","4 nights or over","Domestic","Land","68,818,954",""
"2016","France","Number","Personal reasons","4 nights or over","Domestic","Railways","10,217,011",""
"2016","France","Number","Personal reasons","4 nights or over","Domestic","Bus, coach","1,074,759",""
"2016","France","Number","Personal reasons","4 nights or over","Domestic","Motor vehicle","57,249,221",""
"2016","France","Number","Personal reasons","4 nights or over","Domestic","Waterway","322,935",""
"2016","France","Number","Personal reasons","4 nights or over","Outbound","Total","16,248,988",""
"2016","France","Number","Personal reasons","4 nights or over","Outbound","Air","10,650,644",""
"2016","France","Number","Personal reasons","4 nights or over","Outbound","Land","5,254,901",""
"2016","France","Number","Personal reasons","4 nights or over","Outbound","Railways","644,177",""
"2016","France","Number","Personal reasons","4 nights or over","Outbound","Bus, coach","719,769",""
"2016","France","Number","Personal reasons","4 nights or over","Outbound","Motor vehicle","3,867,099",""
"2016","France","Number","Personal reasons","4 nights or over","Outbound","Waterway","343,442",""
"2016","France","Number","Personal reasons","4 nights or over","All countries of the world","Total","87,750,211",""
"2016","France","Number","Personal reasons","4 nights or over","All countries of the world","Air","13,009,979",""
"2016","France","Number","Personal reasons","4 nights or over","All countries of the world","Land","74,073,855",""
"2016","France","Number","Personal reasons","4 nights or over","All countries of the world","Railways","10,861,188",""
"2016","France","Number","Personal reasons","4 nights or over","All countries of the world","Bus, coach","1,794,528",""
"2016","France","Number","Personal reasons","4 nights or over","All countries of the world","Motor vehicle","61,116,320",""
"2016","France","Number","Personal reasons","4 nights or over","All countries of the world","Waterway","666,377",""
"2016","France","Number","Professional, business","1 night or over","Domestic","Total","13,830,900",""
"2016","France","Number","Professional, business","1 night or over","Domestic","Air","1,084,277",""
"2016","France","Number","Professional, business","1 night or over","Domestic","Land","12,746,616",""
"2016","France","Number","Professional, business","1 night or over","Domestic","Railways","5,019,107",""
"2016","France","Number","Professional, business","1 night or over","Domestic","Bus, coach","308,270",""
"2016","France","Number","Professional, business","1 night or over","Domestic","Motor vehicle","7,335,179",""
"2016","France","Number","Professional, business","1 night or over","Domestic","Waterway",":","u"
"2016","France","Number","Professional, business","1 night or over","Outbound","Total","2,565,847",""
"2016","France","Number","Professional, business","1 night or over","Outbound","Air","1,799,568",""
"2016","France","Number","Professional, business","1 night or over","Outbound","Land","748,629",""
"2016","France","Number","Professional, business","1 night or over","Outbound","Railways","307,697",""
"2016","France","Number","Professional, business","1 night or over","Outbound","Bus, coach","133,290","u"
"2016","France","Number","Professional, business","1 night or over","Outbound","Motor vehicle","291,269",""
"2016","France","Number","Professional, business","1 night or over","Outbound","Waterway",":","u"
"2016","France","Number","Professional, business","1 night or over","All countries of the world","Total","16,396,747",""
"2016","France","Number","Professional, business","1 night or over","All countries of the world","Air","2,883,846",""
"2016","France","Number","Professional, business","1 night or over","All countries of the world","Land","13,495,246",""
"2016","France","Number","Professional, business","1 night or over","All countries of the world","Railways","5,326,804",""
"2016","France","Number","Professional, business","1 night or over","All countries of the world","Bus, coach","441,560",""
"2016","France","Number","Professional, business","1 night or over","All countries of the world","Motor vehicle","7,626,448",""
"2016","France","Number","Professional, business","1 night or over","All countries of the world","Waterway",":","u"
"2016","France","Number","Professional, business","From 1 to 3 nights","Domestic","Total","10,021,966",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Domestic","Air","867,750",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Domestic","Land","9,154,216",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Domestic","Railways","3,926,149",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Domestic","Bus, coach","198,307",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Domestic","Motor vehicle","4,962,897",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Domestic","Waterway",":",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Outbound","Total","1,472,239",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Outbound","Air","959,599",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Outbound","Land","505,034",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Outbound","Railways","238,449",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Outbound","Bus, coach",":","u"
"2016","France","Number","Professional, business","From 1 to 3 nights","Outbound","Motor vehicle","202,495",""
"2016","France","Number","Professional, business","From 1 to 3 nights","Outbound","Waterway",":","u"
"2016","France","Number","Professional, business","From 1 to 3 nights","All countries of the world","Total","11,494,206",""
"2016","France","Number","Professional, business","From 1 to 3 nights","All countries of the world","Air","1,827,350",""
"2016","France","Number","Professional, business","From 1 to 3 nights","All countries of the world","Land","9,659,250",""
"2016","France","Number","Professional, business","From 1 to 3 nights","All countries of the world","Railways","4,164,599",""
"2016","France","Number","Professional, business","From 1 to 3 nights","All countries of the world","Bus, coach","247,761",""
"2016","France","Number","Professional, business","From 1 to 3 nights","All countries of the world","Motor vehicle","5,165,391",""
"2016","France","Number","Professional, business","From 1 to 3 nights","All countries of the world","Waterway",":","u"
"2016","France","Number","Professional, business","4 nights or over","Domestic","Total","3,808,934",""
"2016","France","Number","Professional, business","4 nights or over","Domestic","Air","216,527",""
"2016","France","Number","Professional, business","4 nights or over","Domestic","Land","3,592,400",""
"2016","France","Number","Professional, business","4 nights or over","Domestic","Railways","1,092,958",""
"2016","France","Number","Professional, business","4 nights or over","Domestic","Bus, coach","109,963","u"
"2016","France","Number","Professional, business","4 nights or over","Domestic","Motor vehicle","2,372,282",""
"2016","France","Number","Professional, business","4 nights or over","Domestic","Waterway",":","u"
"2016","France","Number","Professional, business","4 nights or over","Outbound","Total","1,093,608",""
"2016","France","Number","Professional, business","4 nights or over","Outbound","Air","839,969",""
"2016","France","Number","Professional, business","4 nights or over","Outbound","Land","243,595",""
"2016","France","Number","Professional, business","4 nights or over","Outbound","Railways","69,248","u"
"2016","France","Number","Professional, business","4 nights or over","Outbound","Bus, coach","83,835","u"
"2016","France","Number","Professional, business","4 nights or over","Outbound","Motor vehicle","88,775","u"
"2016","France","Number","Professional, business","4 nights or over","Outbound","Waterway",":","u"
"2016","France","Number","Professional, business","4 nights or over","All countries of the world","Total","4,902,542",""
"2016","France","Number","Professional, business","4 nights or over","All countries of the world","Air","1,056,496",""
"2016","France","Number","Professional, business","4 nights or over","All countries of the world","Land","3,835,995",""
"2016","France","Number","Professional, business","4 nights or over","All countries of the world","Railways","1,162,206",""
"2016","France","Number","Professional, business","4 nights or over","All countries of the world","Bus, coach","193,799",""
"2016","France","Number","Professional, business","4 nights or over","All countries of the world","Motor vehicle","2,461,057",""
"2016","France","Number","Professional, business","4 nights or over","All countries of the world","Waterway",":","u"
"2016","Croatia","Number","Total","1 night or over","Domestic","Total","2,926,409",""
"2016","Croatia","Number","Total","1 night or over","Domestic","Air",":","u"
"2016","Croatia","Number","Total","1 night or over","Domestic","Land","2,832,422",""
"2016","Croatia","Number","Total","1 night or over","Domestic","Railways","54,423",""
"2016","Croatia","Number","Total","1 night or over","Domestic","Bus, coach","433,704",""
"2016","Croatia","Number","Total","1 night or over","Domestic","Motor vehicle","2,321,260",""
"2016","Croatia","Number","Total","1 night or over","Domestic","Waterway","69,212","u"
"2016","Croatia","Number","Total","1 night or over","Outbound","Total","1,614,859",""
"2016","Croatia","Number","Total","1 night or over","Outbound","Air","251,887",""
"2016","Croatia","Number","Total","1 night or over","Outbound","Land","1,355,303",""
"2016","Croatia","Number","Total","1 night or over","Outbound","Railways",":","u"
"2016","Croatia","Number","Total","1 night or over","Outbound","Bus, coach","380,463",""
"2016","Croatia","Number","Total","1 night or over","Outbound","Motor vehicle","881,284",""
"2016","Croatia","Number","Total","1 night or over","Outbound","Waterway",":","u"
"2016","Croatia","Number","Total","1 night or over","All countries of the world","Total","4,541,268",""
"2016","Croatia","Number","Total","1 night or over","All countries of the world","Air","276,662",""
"2016","Croatia","Number","Total","1 night or over","All countries of the world","Land","4,187,724",""
"2016","Croatia","Number","Total","1 night or over","All countries of the world","Railways","71,524",""
"2016","Croatia","Number","Total","1 night or over","All countries of the world","Bus, coach","814,167",""
"2016","Croatia","Number","Total","1 night or over","All countries of the world","Motor vehicle","3,202,544",""
"2016","Croatia","Number","Total","1 night or over","All countries of the world","Waterway","76,882",""
"2016","Croatia","Number","Total","From 1 to 3 nights","Domestic","Total","1,587,565",""
"2016","Croatia","Number","Total","From 1 to 3 nights","Domestic","Air",":","u"
"2016","Croatia","Number","Total","From 1 to 3 nights","Domestic","Land","1,543,950",""
"2016","Croatia","Number","Total","From 1 to 3 nights","Domestic","Railways","35,922","u"
"2016","Croatia","Number","Total","From 1 to 3 nights","Domestic","Bus, coach","257,163",""
"2016","Croatia","Number","Total","From 1 to 3 nights","Domestic","Motor vehicle","1,236,742",""
"2016","Croatia","Number","Total","From 1 to 3 nights","Domestic","Waterway","36,186","u"
"2016","Croatia","Number","Total","From 1 to 3 nights","Outbound","Total","926,671",""
"2016","Croatia","Number","Total","From 1 to 3 nights","Outbound","Air","75,127",""
"2016","Croatia","Number","Total","From 1 to 3 nights","Outbound","Land","848,594",""
"2016","Croatia","Number","Total","From 1 to 3 nights","Outbound","Railways",":","u"
"2016","Croatia","Number","Total","From 1 to 3 nights","Outbound","Bus, coach","227,437",""
"2016","Croatia","Number","Total","From 1 to 3 nights","Outbound","Motor vehicle","550,451",""
"2016","Croatia","Number","Total","From 1 to 3 nights","Outbound","Waterway",":","u"
"2016","Croatia","Number","Total","From 1 to 3 nights","All countries of the world","Total","2,514,237",""
"2016","Croatia","Number","Total","From 1 to 3 nights","All countries of the world","Air","82,556",""
"2016","Croatia","Number","Total","From 1 to 3 nights","All countries of the world","Land","2,392,543",""
"2016","Croatia","Number","Total","From 1 to 3 nights","All countries of the world","Railways","42,127","u"
"2016","Croatia","Number","Total","From 1 to 3 nights","All countries of the world","Bus, coach","484,601",""
"2016","Croatia","Number","Total","From 1 to 3 nights","All countries of the world","Motor vehicle","1,787,193",""
"2016","Croatia","Number","Total","From 1 to 3 nights","All countries of the world","Waterway","39,137","u"
"2016","Croatia","Number","Total","4 nights or over","Domestic","Total","1,338,844",""
"2016","Croatia","Number","Total","4 nights or over","Domestic","Air",":","u"
"2016","Croatia","Number","Total","4 nights or over","Domestic","Land","1,288,472",""
"2016","Croatia","Number","Total","4 nights or over","Domestic","Railways","18,501","u"
"2016","Croatia","Number","Total","4 nights or over","Domestic","Bus, coach","176,541",""
"2016","Croatia","Number","Total","4 nights or over","Domestic","Motor vehicle","1,084,518",""
"2016","Croatia","Number","Total","4 nights or over","Domestic","Waterway","33,026","u"
"2016","Croatia","Number","Total","4 nights or over","Outbound","Total","688,188",""
"2016","Croatia","Number","Total","4 nights or over","Outbound","Air","176,760",""
"2016","Croatia","Number","Total","4 nights or over","Outbound","Land","506,709",""
"2016","Croatia","Number","Total","4 nights or over","Outbound","Railways",":","u"
"2016","Croatia","Number","Total","4 nights or over","Outbound","Bus, coach","153,026",""
"2016","Croatia","Number","Total","4 nights or over","Outbound","Motor vehicle","330,833",""
"2016","Croatia","Number","Total","4 nights or over","Outbound","Waterway",":","u"
"2016","Croatia","Number","Total","4 nights or over","All countries of the world","Total","2,027,032",""
"2016","Croatia","Number","Total","4 nights or over","All countries of the world","Air","194,106",""
"2016","Croatia","Number","Total","4 nights or over","All countries of the world","Land","1,795,181",""
"2016","Croatia","Number","Total","4 nights or over","All countries of the world","Railways","29,397","u"
"2016","Croatia","Number","Total","4 nights or over","All countries of the world","Bus, coach","329,566",""
"2016","Croatia","Number","Total","4 nights or over","All countries of the world","Motor vehicle","1,415,351",""
"2016","Croatia","Number","Total","4 nights or over","All countries of the world","Waterway","37,745","u"
"2016","Croatia","Number","Personal reasons","1 night or over","Domestic","Total","2,546,275",""
"2016","Croatia","Number","Personal reasons","1 night or over","Domestic","Air",":","u"
"2016","Croatia","Number","Personal reasons","1 night or over","Domestic","Land","2,465,063",""
"2016","Croatia","Number","Personal reasons","1 night or over","Domestic","Railways","54,423",""
"2016","Croatia","Number","Personal reasons","1 night or over","Domestic","Bus, coach","386,368",""
"2016","Croatia","Number","Personal reasons","1 night or over","Domestic","Motor vehicle","2,011,644",""
"2016","Croatia","Number","Personal reasons","1 night or over","Domestic","Waterway","69,212","u"
"2016","Croatia","Number","Personal reasons","1 night or over","Outbound","Total","1,211,400",""
"2016","Croatia","Number","Personal reasons","1 night or over","Outbound","Air","182,127",""
"2016","Croatia","Number","Personal reasons","1 night or over","Outbound","Land","1,025,353",""
"2016","Croatia","Number","Personal reasons","1 night or over","Outbound","Railways",":","u"
"2016","Croatia","Number","Personal reasons","1 night or over","Outbound","Bus, coach","356,052",""
"2016","Croatia","Number","Personal reasons","1 night or over","Outbound","Motor vehicle","653,652",""
"2016","Croatia","Number","Personal reasons","1 night or over","Outbound","Waterway",":","u"
"2016","Croatia","Number","Personal reasons","1 night or over","All countries of the world","Total","3,757,674",""
"2016","Croatia","Number","Personal reasons","1 night or over","All countries of the world","Air","194,126",""
"2016","Croatia","Number","Personal reasons","1 night or over","All countries of the world","Land","3,490,416",""
"2016","Croatia","Number","Personal reasons","1 night or over","All countries of the world","Railways","67,932",""
"2016","Croatia","Number","Personal reasons","1 night or over","All countries of the world","Bus, coach","742,420",""
"2016","Croatia","Number","Personal reasons","1 night or over","All countries of the world","Motor vehicle","2,665,296",""
"2016","Croatia","Number","Personal reasons","1 night or over","All countries of the world","Waterway","73,132",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Domestic","Total","1,318,717",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Domestic","Air",":","u"
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Domestic","Land","1,278,759",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Domestic","Railways","35,922","u"
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Domestic","Bus, coach","222,816",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Domestic","Motor vehicle","1,013,158",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Domestic","Waterway","36,186","u"
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Outbound","Total","640,416",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Outbound","Air","32,757","u"
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Outbound","Land","607,659",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Outbound","Railways",":","u"
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Outbound","Bus, coach","210,330",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Outbound","Motor vehicle","392,577",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","Outbound","Waterway",":",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Total","1,959,133",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Air","36,529","u"
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Land","1,886,418",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Railways","38,535","u"
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Bus, coach","433,145",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Motor vehicle","1,405,735",""
"2016","Croatia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Waterway","36,186","u"
"2016","Croatia","Number","Personal reasons","4 nights or over","Domestic","Total","1,227,558",""
"2016","Croatia","Number","Personal reasons","4 nights or over","Domestic","Air",":","u"
"2016","Croatia","Number","Personal reasons","4 nights or over","Domestic","Land","1,186,304",""
"2016","Croatia","Number","Personal reasons","4 nights or over","Domestic","Railways","18,501","u"
"2016","Croatia","Number","Personal reasons","4 nights or over","Domestic","Bus, coach","163,552",""
"2016","Croatia","Number","Personal reasons","4 nights or over","Domestic","Motor vehicle","998,486",""
"2016","Croatia","Number","Personal reasons","4 nights or over","Domestic","Waterway","33,026","u"
"2016","Croatia","Number","Personal reasons","4 nights or over","Outbound","Total","570,983",""
"2016","Croatia","Number","Personal reasons","4 nights or over","Outbound","Air","149,369",""
"2016","Croatia","Number","Personal reasons","4 nights or over","Outbound","Land","417,694",""
"2016","Croatia","Number","Personal reasons","4 nights or over","Outbound","Railways",":","u"
"2016","Croatia","Number","Personal reasons","4 nights or over","Outbound","Bus, coach","145,722",""
"2016","Croatia","Number","Personal reasons","4 nights or over","Outbound","Motor vehicle","261,075",""
"2016","Croatia","Number","Personal reasons","4 nights or over","Outbound","Waterway",":","u"
"2016","Croatia","Number","Personal reasons","4 nights or over","All countries of the world","Total","1,798,542",""
"2016","Croatia","Number","Personal reasons","4 nights or over","All countries of the world","Air","157,597",""
"2016","Croatia","Number","Personal reasons","4 nights or over","All countries of the world","Land","1,603,998",""
"2016","Croatia","Number","Personal reasons","4 nights or over","All countries of the world","Railways","29,397","u"
"2016","Croatia","Number","Personal reasons","4 nights or over","All countries of the world","Bus, coach","309,275",""
"2016","Croatia","Number","Personal reasons","4 nights or over","All countries of the world","Motor vehicle","1,259,561",""
"2016","Croatia","Number","Personal reasons","4 nights or over","All countries of the world","Waterway","36,946","u"
"2016","Croatia","Number","Professional, business","1 night or over","Domestic","Total","380,134",""
"2016","Croatia","Number","Professional, business","1 night or over","Domestic","Air",":","u"
"2016","Croatia","Number","Professional, business","1 night or over","Domestic","Land","367,358",""
"2016","Croatia","Number","Professional, business","1 night or over","Domestic","Railways",":",""
"2016","Croatia","Number","Professional, business","1 night or over","Domestic","Bus, coach","47,336",""
"2016","Croatia","Number","Professional, business","1 night or over","Domestic","Motor vehicle","309,616",""
"2016","Croatia","Number","Professional, business","1 night or over","Domestic","Waterway",":",""
"2016","Croatia","Number","Professional, business","1 night or over","Outbound","Total","403,460",""
"2016","Croatia","Number","Professional, business","1 night or over","Outbound","Air","69,760",""
"2016","Croatia","Number","Professional, business","1 night or over","Outbound","Land","329,950",""
"2016","Croatia","Number","Professional, business","1 night or over","Outbound","Railways",":","u"
"2016","Croatia","Number","Professional, business","1 night or over","Outbound","Bus, coach","24,411","u"
"2016","Croatia","Number","Professional, business","1 night or over","Outbound","Motor vehicle","227,632",""
"2016","Croatia","Number","Professional, business","1 night or over","Outbound","Waterway",":","u"
"2016","Croatia","Number","Professional, business","1 night or over","All countries of the world","Total","783,594",""
"2016","Croatia","Number","Professional, business","1 night or over","All countries of the world","Air","82,536",""
"2016","Croatia","Number","Professional, business","1 night or over","All countries of the world","Land","697,308",""
"2016","Croatia","Number","Professional, business","1 night or over","All countries of the world","Railways",":","u"
"2016","Croatia","Number","Professional, business","1 night or over","All countries of the world","Bus, coach","71,747",""
"2016","Croatia","Number","Professional, business","1 night or over","All countries of the world","Motor vehicle","537,248",""
"2016","Croatia","Number","Professional, business","1 night or over","All countries of the world","Waterway",":","u"
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Domestic","Total","268,849",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Domestic","Air",":","u"
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Domestic","Land","265,191",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Domestic","Railways",":",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Domestic","Bus, coach","34,347","u"
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Domestic","Motor vehicle","223,584",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Domestic","Waterway",":",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Outbound","Total","286,255",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Outbound","Air","42,370","u"
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Outbound","Land","240,935",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Outbound","Railways",":","u"
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Outbound","Bus, coach",":","u"
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Outbound","Motor vehicle","157,874",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Outbound","Waterway",":","u"
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Total","555,104",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Air","46,027","u"
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Land","506,126",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Railways",":","u"
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Bus, coach","51,455",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Motor vehicle","381,458",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Waterway",":","u"
"2016","Croatia","Number","Professional, business","4 nights or over","Domestic","Total","111,286",""
"2016","Croatia","Number","Professional, business","4 nights or over","Domestic","Air",":","u"
"2016","Croatia","Number","Professional, business","4 nights or over","Domestic","Land","102,167",""
"2016","Croatia","Number","Professional, business","4 nights or over","Domestic","Railways",":",""
"2016","Croatia","Number","Professional, business","4 nights or over","Domestic","Bus, coach",":","u"
"2016","Croatia","Number","Professional, business","4 nights or over","Domestic","Motor vehicle","86,032","u"
"2016","Croatia","Number","Professional, business","4 nights or over","Domestic","Waterway",":",""
"2016","Croatia","Number","Professional, business","4 nights or over","Outbound","Total","117,204",""
"2016","Croatia","Number","Professional, business","4 nights or over","Outbound","Air","27,391","u"
"2016","Croatia","Number","Professional, business","4 nights or over","Outbound","Land","89,015","u"
"2016","Croatia","Number","Professional, business","4 nights or over","Outbound","Railways",":",""
"2016","Croatia","Number","Professional, business","4 nights or over","Outbound","Bus, coach",":","u"
"2016","Croatia","Number","Professional, business","4 nights or over","Outbound","Motor vehicle","69,758","u"
"2016","Croatia","Number","Professional, business","4 nights or over","Outbound","Waterway",":","u"
"2016","Croatia","Number","Professional, business","4 nights or over","All countries of the world","Total","228,490",""
"2016","Croatia","Number","Professional, business","4 nights or over","All countries of the world","Air","36,509","u"
"2016","Croatia","Number","Professional, business","4 nights or over","All countries of the world","Land","191,182",""
"2016","Croatia","Number","Professional, business","4 nights or over","All countries of the world","Railways",":",""
"2016","Croatia","Number","Professional, business","4 nights or over","All countries of the world","Bus, coach","20,292","u"
"2016","Croatia","Number","Professional, business","4 nights or over","All countries of the world","Motor vehicle","155,790",""
"2016","Croatia","Number","Professional, business","4 nights or over","All countries of the world","Waterway",":","u"
"2016","Italy","Number","Total","1 night or over","Domestic","Total","47,137,014",""
"2016","Italy","Number","Total","1 night or over","Domestic","Air","2,722,583",""
"2016","Italy","Number","Total","1 night or over","Domestic","Land","43,246,957",""
"2016","Italy","Number","Total","1 night or over","Domestic","Railways","6,331,397",""
"2016","Italy","Number","Total","1 night or over","Domestic","Bus, coach","1,848,213",""
"2016","Italy","Number","Total","1 night or over","Domestic","Motor vehicle","33,083,603",""
"2016","Italy","Number","Total","1 night or over","Domestic","Waterway","1,167,474",""
"2016","Italy","Number","Total","1 night or over","Outbound","Total","10,448,557",""
"2016","Italy","Number","Total","1 night or over","Outbound","Air","7,130,684",""
"2016","Italy","Number","Total","1 night or over","Outbound","Land","3,164,313",""
"2016","Italy","Number","Total","1 night or over","Outbound","Railways",":","u"
"2016","Italy","Number","Total","1 night or over","Outbound","Bus, coach",":","u"
"2016","Italy","Number","Total","1 night or over","Outbound","Motor vehicle","2,374,640",""
"2016","Italy","Number","Total","1 night or over","Outbound","Waterway",":","u"
"2016","Italy","Number","Total","1 night or over","All countries of the world","Total","57,585,572",""
"2016","Italy","Number","Total","1 night or over","All countries of the world","Air","9,853,267",""
"2016","Italy","Number","Total","1 night or over","All countries of the world","Land","46,411,270",""
"2016","Italy","Number","Total","1 night or over","All countries of the world","Railways","6,483,163",""
"2016","Italy","Number","Total","1 night or over","All countries of the world","Bus, coach","2,157,929",""
"2016","Italy","Number","Total","1 night or over","All countries of the world","Motor vehicle","35,458,243",""
"2016","Italy","Number","Total","1 night or over","All countries of the world","Waterway","1,321,034",""
"2016","Italy","Number","Total","From 1 to 3 nights","Domestic","Total","27,248,363",""
"2016","Italy","Number","Total","From 1 to 3 nights","Domestic","Air","1,059,826",""
"2016","Italy","Number","Total","From 1 to 3 nights","Domestic","Land","25,918,585",""
"2016","Italy","Number","Total","From 1 to 3 nights","Domestic","Railways","3,683,957",""
"2016","Italy","Number","Total","From 1 to 3 nights","Domestic","Bus, coach","1,151,023",""
"2016","Italy","Number","Total","From 1 to 3 nights","Domestic","Motor vehicle","19,616,371",""
"2016","Italy","Number","Total","From 1 to 3 nights","Domestic","Waterway",":","u"
"2016","Italy","Number","Total","From 1 to 3 nights","Outbound","Total","3,193,079",""
"2016","Italy","Number","Total","From 1 to 3 nights","Outbound","Air","1,836,428",""
"2016","Italy","Number","Total","From 1 to 3 nights","Outbound","Land","1,293,795",""
"2016","Italy","Number","Total","From 1 to 3 nights","Outbound","Railways",":","u"
"2016","Italy","Number","Total","From 1 to 3 nights","Outbound","Bus, coach",":","u"
"2016","Italy","Number","Total","From 1 to 3 nights","Outbound","Motor vehicle","1,024,069","u"
"2016","Italy","Number","Total","From 1 to 3 nights","Outbound","Waterway",":","u"
"2016","Italy","Number","Total","From 1 to 3 nights","All countries of the world","Total","30,441,442",""
