unit,landcover,geo\time	2015 	2012 	2009 
KM2,LCC30,LV	13303 	13224 	11121 
KM2,LCC30,LV0	13303 	13224 	11121 
KM2,LCC30,MT	4 u	: 	: 
KM2,LCC30,MT0	4 u	: 	: 
KM2,LCC30,NL	969 	1138 	1409 
KM2,LCC30,NL1	84 	124 	191 
KM2,LCC30,NL2	434 	555 	705 
KM2,LCC30,NL3	203 	209 	163 
KM2,LCC30,NL4	247 	250 	350 
KM2,LCC30,PL	32150 	31507 	32895 
KM2,LCC30,PL1	5383 	4610 	4058 
KM2,LCC30,PL2	3290 	3100 	3866 
KM2,LCC30,PL3	9105 	8865 	9185 
KM2,LCC30,PL4	5770 	6569 	7606 
KM2,LCC30,PL5	2414 	2647 	3165 
KM2,LCC30,PL6	6188 	5716 	5014 
KM2,LCC30,PT	1568 	1177 	2953 
KM2,LCC30,PT1	1568 	1177 	2953 
KM2,LCC30,RO	12183 	12531 	: 
KM2,LCC30,RO1	5072 	4872 	: 
KM2,LCC30,RO2	4109 	4591 	: 
KM2,LCC30,RO3	994 	1035 	: 
KM2,LCC30,RO4	2008 	2033 	: 
KM2,LCC30,SE	110496 	107268 	117380 
KM2,LCC30,SE1	9949 	8961 	10773 
KM2,LCC30,SE2	15269 	14283 	17929 
KM2,LCC30,SE3	85277 	84024 	88678 
KM2,LCC30,SI	5408 	4906 	5199 
KM2,LCC30,SI0	5408 	4906 	5199 
KM2,LCC30,SK	4115 	3774 	4637 
KM2,LCC30,SK0	4115 	3774 	4637 
KM2,LCC30,UK	3627 	4304 	6971 
KM2,LCC30,UKC	164 	163 	252 
KM2,LCC30,UKD	106 	79 	198 
KM2,LCC30,UKE	437 	408 	393 
KM2,LCC30,UKF	116 	95 	84 
KM2,LCC30,UKG	195 	185 	136 
KM2,LCC30,UKH	325 	393 	366 
KM2,LCC30,UKI	18 u	17 u	: 
KM2,LCC30,UKJ	340 	343 	758 
KM2,LCC30,UKK	191 	188 	278 
KM2,LCC30,UKL	254 	316 	1233 
KM2,LCC30,UKM	1308 	1902 	3029 
KM2,LCC30,UKN	173 	217 	244 
KM2,LCD,AT	4743 	5268 	5914 
KM2,LCD,AT1	370 	364 	661 
KM2,LCD,AT11	38 u	20 u	74 
KM2,LCD,AT12	318 	331 	573 
KM2,LCD,AT13	14 u	13 u	14 u
KM2,LCD,AT2	1317 	1537 	1703 
KM2,LCD,AT21	452 	438 	431 
KM2,LCD,AT22	866 	1099 	1272 
KM2,LCD,AT3	3056 	3366 	3549 
KM2,LCD,AT31	221 	231 	479 
KM2,LCD,AT32	706 	989 	732 
KM2,LCD,AT33	1795 	1820 	1990 
KM2,LCD,AT34	333 	326 	348 
KM2,LCD,BE	499 	262 	287 
KM2,LCD,BE1	11 u	: 	25 u
KM2,LCD,BE10	11 u	: 	25 u
KM2,LCD,BE2	147 	123 	108 
KM2,LCD,BE21	21 u	38 u	: 
KM2,LCD,BE22	96 	49 u	17 u
KM2,LCD,BE23	: 	12 u	34 u
KM2,LCD,BE24	: 	: 	24 u
KM2,LCD,BE25	30 u	24 u	33 u
KM2,LCD,BE3	341 	139 	154 
KM2,LCD,BE32	96 	11 u	: 
KM2,LCD,BE33	119 	93 	68 u
KM2,LCD,BE34	84 	11 u	52 u
KM2,LCD,BE35	42 u	24 u	35 u
KM2,LCD,BG	6143 	6645 	: 
KM2,LCD,BG3	3851 	4119 	: 
KM2,LCD,BG31	1038 	1183 	: 
KM2,LCD,BG32	1015 	974 	: 
KM2,LCD,BG33	630 	583 	: 
KM2,LCD,BG34	1167 	1379 	: 
KM2,LCD,BG4	2292 	2526 	: 
KM2,LCD,BG41	1197 	1412 	: 
KM2,LCD,BG42	1096 	1114 	: 
KM2,LCD,CY	2082 	2001 	: 
KM2,LCD,CY0	2082 	2001 	: 
KM2,LCD,CY00	2082 	2001 	: 
KM2,LCD,CZ	787 	618 	544 
KM2,LCD,CZ0	787 	618 	544 
KM2,LCD,CZ01	21 u	: 	: 
KM2,LCD,CZ02	120 	71 	50 u
KM2,LCD,CZ03	126 	82 	82 
KM2,LCD,CZ04	131 	117 	135 
KM2,LCD,CZ05	85 	68 	48 u
KM2,LCD,CZ06	191 	190 	132 
KM2,LCD,CZ07	50 u	64 	81 
KM2,LCD,CZ08	63 	27 u	17 u
KM2,LCD,DE	3793 	3993 	3272 
KM2,LCD,DE1	345 	441 	474 
KM2,LCD,DE11	92 	128 	85 
KM2,LCD,DE12	58 u	143 	203 
KM2,LCD,DE13	61 	98 	67 u
KM2,LCD,DE14	134 	72 	119 
KM2,LCD,DE2	682 	758 	775 
KM2,LCD,DE21	236 	295 	375 
KM2,LCD,DE22	40 u	11 u	26 u
KM2,LCD,DE23	35 u	104 	108 
KM2,LCD,DE24	140 	130 	84 
KM2,LCD,DE25	28 u	14 u	5 u
KM2,LCD,DE26	33 u	16 u	35 u
KM2,LCD,DE27	170 	188 	143 
KM2,LCD,DE3	23 u	31 u	10 u
KM2,LCD,DE30	23 u	31 u	10 u
KM2,LCD,DE4	214 	188 	191 
KM2,LCD,DE40	214 	188 	191 
KM2,LCD,DE5	15 u	19 u	36 u
KM2,LCD,DE50	15 u	19 u	36 u
KM2,LCD,DE6	29 u	13 u	: 
KM2,LCD,DE60	29 u	13 u	: 
KM2,LCD,DE7	268 	303 	217 
KM2,LCD,DE71	53 	71 	87 
KM2,LCD,DE72	56 u	76 	86 
KM2,LCD,DE73	159 	157 	43 u
KM2,LCD,DE8	278 	269 	183 
KM2,LCD,DE80	278 	269 	183 
KM2,LCD,DE9	341 	337 	204 
KM2,LCD,DE91	74 	73 	: 
KM2,LCD,DE92	43 u	99 	51 u
KM2,LCD,DE93	152 	128 	136 
KM2,LCD,DE94	73 	37 u	17 u
KM2,LCD,DEA	478 	410 	305 
KM2,LCD,DEA1	39 u	43 u	33 u
KM2,LCD,DEA2	106 	45 u	175 
KM2,LCD,DEA3	82 	43 u	: 
KM2,LCD,DEA4	62 u	35 u	16 u
KM2,LCD,DEA5	190 	245 	80 
KM2,LCD,DEB	442 	436 	378 
KM2,LCD,DEB1	269 	164 	163 
KM2,LCD,DEB2	113 	144 	67 u
KM2,LCD,DEB3	60 	128 	148 
KM2,LCD,DEC	26 u	: 	16 u
KM2,LCD,DEC0	26 u	: 	16 u
KM2,LCD,DED	139 	81 	: 
KM2,LCD,DED2	89 	9 u	: 
KM2,LCD,DED4	: 	13 u	: 
KM2,LCD,DED5	51 u	59 u	: 
KM2,LCD,DEE	124 	247 	110 
KM2,LCD,DEE0	124 	247 	110 
KM2,LCD,DEF	155 	185 	135 
KM2,LCD,DEF0	155 	185 	135 
KM2,LCD,DEG	235 	272 	238 
KM2,LCD,DEG0	235 	272 	238 
KM2,LCD,DK	844 	765 	861 
KM2,LCD,DK0	844 	765 	861 
KM2,LCD,DK01	: 	20 u	26 u
KM2,LCD,DK02	55 u	25 u	69 
KM2,LCD,DK03	183 	155 	230 
KM2,LCD,DK04	252 	309 	344 
KM2,LCD,DK05	355 	256 	193 
KM2,LCD,EE	729 	1095 	1102 
KM2,LCD,EE0	729 	1095 	1102 
KM2,LCD,EE00	729 	1095 	1102 
KM2,LCD,EL	32658 	33325 	32916 
KM2,LCD,EL3	1273 	1385 	899 
KM2,LCD,EL30	1273 	1385 	899 
KM2,LCD,EL4	7947 	7958 	8613 
KM2,LCD,EL41	1572 	1564 	1661 
KM2,LCD,EL42	3041 	2831 	3344 
KM2,LCD,EL43	3334 	3564 	3607 
KM2,LCD,EL5	6618 	6850 	7253 
KM2,LCD,EL51	1629 	1620 	1762 
KM2,LCD,EL52	2403 	2443 	2561 
KM2,LCD,EL53	919 	956 	1068 
KM2,LCD,EL54	1667 	1832 	1861 
KM2,LCD,EL6	16820 	17131 	16151 
KM2,LCD,EL61	2710 	2671 	2445 
KM2,LCD,EL62	841 	889 	1288 
KM2,LCD,EL63	2864 	2957 	2731 
KM2,LCD,EL64	4641 	4771 	4685 
KM2,LCD,EL65	5766 	5843 	5001 
KM2,LCD,ES	84080 	85353 	89232 
KM2,LCD,ES1	9040 	9606 	11294 
KM2,LCD,ES11	6399 	6689 	8066 
KM2,LCD,ES12	2059 	2225 	2409 
KM2,LCD,ES13	582 	692 	818 
KM2,LCD,ES2	13477 	13139 	12943 
KM2,LCD,ES21	534 	564 	592 
KM2,LCD,ES22	1378 	1065 	1341 
KM2,LCD,ES23	1423 	1298 	1403 
KM2,LCD,ES24	10141 	10212 	9606 
KM2,LCD,ES3	1233 	1621 	1721 
KM2,LCD,ES30	1233 	1621 	1721 
KM2,LCD,ES4	33161 	33188 	35433 
KM2,LCD,ES41	15392 	15664 	16236 
KM2,LCD,ES42	10232 	10077 	12597 
KM2,LCD,ES43	7538 	7446 	6601 
KM2,LCD,ES5	9712 	10067 	11567 
KM2,LCD,ES51	3082 	3214 	3601 
KM2,LCD,ES52	5939 	6096 	6407 
KM2,LCD,ES53	692 	757 	1559 
KM2,LCD,ES6	17457 	17732 	16274 
KM2,LCD,ES61	15133 	15566 	14125 
KM2,LCD,ES62	2324 	2166 	2149 
KM2,LCD,EU27	304071 	300813 	: 
KM2,LCD,EU28	311034 	: 	: 
KM2,LCD,EU_V	290893 	287821 	300340 
KM2,LCD,FI	14426 	12134 	21603 
KM2,LCD,FI1	14426 	12096 	21603 
KM2,LCD,FI19	1439 	1014 	943 
KM2,LCD,FI1B	157 	190 	142 
KM2,LCD,FI1C	580 	782 	412 
KM2,LCD,FI1D	12249 	10110 	20106 
KM2,LCD,FI2	: 	38 u	: 
KM2,LCD,FI20	: 	38 u	: 
KM2,LCD,FR	20578 	19642 	22350 
KM2,LCD,FR1	81 	79 	104 
KM2,LCD,FR10	81 	79 	104 
KM2,LCD,FR2	1112 	946 	1880 
KM2,LCD,FR21	89 	78 	204 
KM2,LCD,FR22	55 u	49 u	219 
KM2,LCD,FR23	90 	67 	135 
KM2,LCD,FR24	457 	411 	835 
KM2,LCD,FR25	112 	121 	84 
KM2,LCD,FR26	310 	220 	402 
KM2,LCD,FR3	64 	28 u	183 
KM2,LCD,FR30	64 	28 u	183 
KM2,LCD,FR4	650 	596 	1043 
KM2,LCD,FR41	319 	297 	472 
KM2,LCD,FR42	80 	61 	261 
KM2,LCD,FR43	251 	238 	310 
KM2,LCD,FR5	1300 	751 	1896 
KM2,LCD,FR51	383 	243 	759 
KM2,LCD,FR52	675 	359 	773 
KM2,LCD,FR53	242 	150 	365 
KM2,LCD,FR6	4914 	4606 	3833 
KM2,LCD,FR61	2643 	2684 	1631 
KM2,LCD,FR62	1729 	1428 	1635 
KM2,LCD,FR63	542 	493 	567 
KM2,LCD,FR7	2433 	2204 	3000 
KM2,LCD,FR71	1651 	1624 	1979 
KM2,LCD,FR72	782 	580 	1021 
KM2,LCD,FR8	10023 	10433 	10411 
KM2,LCD,FR81	3979 	3813 	3801 
KM2,LCD,FR82	2876 	3441 	3728 
KM2,LCD,FR83	3167 	3179 	2882 
KM2,LCD,HR	6964 	: 	: 
KM2,LCD,HR0	6964 	: 	: 
KM2,LCD,HR03	5334 	: 	: 
KM2,LCD,HR04	1630 	: 	: 
KM2,LCD,HU	1864 	1929 	1922 
KM2,LCD,HU1	102 	69 u	84 
KM2,LCD,HU10	102 	69 u	84 
KM2,LCD,HU2	733 	829 	890 
KM2,LCD,HU21	198 	224 	198 
KM2,LCD,HU22	232 	217 	271 
KM2,LCD,HU23	302 	389 	421 
KM2,LCD,HU3	1030 	1030 	948 
KM2,LCD,HU31	670 	607 	545 
KM2,LCD,HU32	181 	200 	253 
KM2,LCD,HU33	179 	224 	150 
KM2,LCD,IE	9407 	10212 	4622 
KM2,LCD,IE0	9407 	10212 	4622 
KM2,LCD,IE01	5888 	6487 	2203 
KM2,LCD,IE02	3519 	3724 	2418 
KM2,LCD,IT	19410 	19060 	20551 
KM2,LCD,ITC	1512 	1641 	2008 
KM2,LCD,ITC1	850 	879 	1037 
KM2,LCD,ITC2	80 	87 	107 
KM2,LCD,ITC3	205 	225 	348 
KM2,LCD,ITC4	377 	450 	516 
KM2,LCD,ITF	5753 	5274 	6430 
KM2,LCD,ITF1	911 	959 	923 
KM2,LCD,ITF2	214 	238 	322 
KM2,LCD,ITF3	1229 	1251 	1117 
KM2,LCD,ITF4	810 	646 	718 
KM2,LCD,ITF5	1100 	793 	1256 
KM2,LCD,ITF6	1489 	1387 	2094 
KM2,LCD,ITG	8283 	8117 	7430 
KM2,LCD,ITG1	2261 	2115 	2268 
KM2,LCD,ITG2	6022 	6001 	5162 
KM2,LCD,ITH	1508 	1675 	1613 
KM2,LCD,ITH1	378 	381 	364 
KM2,LCD,ITH2	295 	302 	310 
KM2,LCD,ITH3	218 	223 	272 
KM2,LCD,ITH4	175 	248 	326 
KM2,LCD,ITH5	442 	520 	340 
KM2,LCD,ITI	2353 	2354 	3070 
KM2,LCD,ITI1	886 	961 	971 
KM2,LCD,ITI2	312 	234 	557 
KM2,LCD,ITI3	386 	329 	559 
KM2,LCD,ITI4	769 	830 	983 
KM2,LCD,LT	520 	707 	1011 
KM2,LCD,LT0	520 	707 	1011 
KM2,LCD,LT00	520 	707 	1011 
KM2,LCD,LU	86 	32 u	18 u
KM2,LCD,LU0	86 	32 u	18 u
KM2,LCD,LU00	86 	32 u	18 u
KM2,LCD,LV	1198 	1026 	2444 
KM2,LCD,LV0	1198 	1026 	2444 
KM2,LCD,LV00	1198 	1026 	2444 
KM2,LCD,MT	44 	59 	: 
KM2,LCD,MT0	44 	59 	: 
KM2,LCD,MT00	44 	59 	: 
KM2,LCD,NL	756 	734 	749 
KM2,LCD,NL1	158 	153 	204 
KM2,LCD,NL11	17 u	14 u	30 u
KM2,LCD,NL12	59 u	61 	51 
KM2,LCD,NL13	83 	78 	123 
KM2,LCD,NL2	252 	220 	216 
KM2,LCD,NL21	109 	55 	46 u
KM2,LCD,NL22	143 	165 	170 
KM2,LCD,NL3	252 	254 	268 
KM2,LCD,NL32	119 	89 	112 
KM2,LCD,NL33	109 	134 	156 
KM2,LCD,NL34	24 u	31 u	: 
KM2,LCD,NL4	93 	108 	61 u
KM2,LCD,NL41	66 u	48 u	15 u
KM2,LCD,NL42	27 u	60 u	46 u
KM2,LCD,PL	3153 	3619 	3184 
KM2,LCD,PL1	439 	444 	421 
KM2,LCD,PL11	167 	141 	50 u
KM2,LCD,PL12	272 	303 	371 
KM2,LCD,PL2	468 	748 	542 
KM2,LCD,PL21	213 	382 	297 
KM2,LCD,PL22	255 	366 	245 
KM2,LCD,PL3	835 	856 	707 
KM2,LCD,PL31	197 	246 	136 
KM2,LCD,PL32	352 	309 	304 
KM2,LCD,PL33	80 	123 	84 
KM2,LCD,PL34	206 	178 	184 
KM2,LCD,PL4	631 	549 	428 
KM2,LCD,PL41	260 	187 	186 
KM2,LCD,PL42	242 	265 	155 
KM2,LCD,PL43	129 	97 	86 
KM2,LCD,PL5	223 	300 	210 
KM2,LCD,PL51	196 	203 	176 
KM2,LCD,PL52	28 u	97 	34 u
KM2,LCD,PL6	557 	722 	876 
KM2,LCD,PL61	90 	171 	271 
KM2,LCD,PL62	304 	378 	393 
KM2,LCD,PL63	163 	173 	212 
KM2,LCD,PT	17117 	17744 	18636 
KM2,LCD,PT1	17117 	17744 	18636 
KM2,LCD,PT11	6434 	6372 	5992 
KM2,LCD,PT15	1690 	1566 	2230 
KM2,LCD,PT16	6039 	6409 	6471 
KM2,LCD,PT17	334 	434 	453 
KM2,LCD,PT18	2620 	2963 	3491 
KM2,LCD,RO	4909 	4286 	: 
KM2,LCD,RO1	2141 	2066 	: 
KM2,LCD,RO11	1261 	1020 	: 
KM2,LCD,RO12	880 	1046 	: 
KM2,LCD,RO2	1028 	717 	: 
KM2,LCD,RO21	635 	414 	: 
KM2,LCD,RO22	392 	304 	: 
KM2,LCD,RO3	351 	186 	: 
KM2,LCD,RO31	351 	186 	: 
KM2,LCD,RO4	1389 	1317 	: 
KM2,LCD,RO41	657 	629 	: 
KM2,LCD,RO42	732 	688 	: 
KM2,LCD,SE	25049 	24487 	35918 
KM2,LCD,SE1	559 	838 	718 
KM2,LCD,SE11	100 	161 	138 
KM2,LCD,SE12	460 	677 	580 
KM2,LCD,SE2	1671 	1925 	1928 
KM2,LCD,SE21	766 	1008 	1000 
KM2,LCD,SE22	239 	263 	372 
KM2,LCD,SE23	666 	653 	556 
KM2,LCD,SE3	22818 	21724 	33272 
KM2,LCD,SE31	2275 	2853 	3221 
KM2,LCD,SE32	3990 	4428 	6552 
KM2,LCD,SE33	16554 	14443 	23499 
KM2,LCD,SI	529 	505 	683 
KM2,LCD,SI0	529 	505 	683 
KM2,LCD,SI03	266 	289 	446 
KM2,LCD,SI04	263 	216 	238 
KM2,LCD,SK	1860 	1885 	1993 
KM2,LCD,SK0	1860 	1885 	1993 
KM2,LCD,SK01	43 u	49 u	33 u
KM2,LCD,SK02	266 	350 	427 
KM2,LCD,SK03	858 	645 	804 
KM2,LCD,SK04	693 	841 	729 
KM2,LCD,UK	46807 	43430 	30528 
KM2,LCD,UKC	1825 	1852 	1332 
KM2,LCD,UKC1	662 	723 	662 
KM2,LCD,UKC2	1163 	1129 	669 
KM2,LCD,UKD	2759 	2899 	1860 
KM2,LCD,UKD1	2281 	2348 	1475 
KM2,LCD,UKD3	29 u	71 u	16 u
KM2,LCD,UKD4	435 	480 	370 
KM2,LCD,UKD6	15 u	: 	: 
KM2,LCD,UKE	1897 	2070 	1453 
KM2,LCD,UKE2	1606 	1761 	1357 
KM2,LCD,UKE3	114 	133 	59 u
KM2,LCD,UKE4	177 	176 	38 u
KM2,LCD,UKF	253 	311 	181 
KM2,LCD,UKF1	217 	272 	131 
KM2,LCD,UKF2	36 u	39 u	32 u
KM2,LCD,UKF3	: 	: 	17 u
KM2,LCD,UKG	85 	161 	132 
KM2,LCD,UKG1	: 	: 	33 u
KM2,LCD,UKG2	85 	161 	99 
KM2,LCD,UKH	224 	216 	33 u
KM2,LCD,UKH1	159 	118 	17 u
KM2,LCD,UKH2	18 u	43 u	: 
KM2,LCD,UKH3	47 u	55 u	17 u
KM2,LCD,UKI	46 u	18 u	24 u
KM2,LCD,UKI3	13 u	18 u	: 
KM2,LCD,UKI5	18 u	: 	24 u
KM2,LCD,UKI7	14 u	: 	: 
KM2,LCD,UKJ	471 	517 	406 
KM2,LCD,UKJ1	: 	: 	16 u
KM2,LCD,UKJ2	179 	200 	175 
KM2,LCD,UKJ3	235 	243 	164 
KM2,LCD,UKJ4	57 u	74 u	51 u
KM2,LCD,UKK	642 	496 	618 
KM2,LCD,UKK1	101 	59 u	103 
KM2,LCD,UKK2	155 	134 	119 
KM2,LCD,UKK3	157 	104 	140 
KM2,LCD,UKK4	229 	199 	255 
KM2,LCD,UKL	3157 	2845 	2575 
KM2,LCD,UKL1	2172 	1935 	1603 
KM2,LCD,UKL2	984 	910 	972 
KM2,LCD,UKM	34711 	31094 	21437 
KM2,LCD,UKM2	6532 	5780 	3434 
KM2,LCD,UKM3	2737 	2464 	542 
KM2,LCD,UKM5	1945 	1807 	1409 
KM2,LCD,UKM6	23498 	21043 	16051 
KM2,LCD,UKN	736 	951 	478 
KM2,LCD,UKN0	736 	951 	478 
KM2,LCD1,AT	1437 	1324 	1882 
KM2,LCD1,AT1	287 	286 	545 
KM2,LCD1,AT2	475 	453 	550 
KM2,LCD1,AT3	675 	584 	787 
KM2,LCD1,BE	265 	128 	181 
KM2,LCD1,BE1	: 	: 	3 u
KM2,LCD1,BE2	59 	50 u	75 
KM2,LCD1,BE3	206 	78 	103 
KM2,LCD1,BG	4742 	5261 	: 
KM2,LCD1,BG3	2997 	3400 	: 
KM2,LCD1,BG4	1745 	1862 	: 
KM2,LCD1,CY	749 	847 	: 
KM2,LCD1,CY0	749 	847 	: 
KM2,LCD1,CZ	542 	451 	427 
KM2,LCD1,CZ0	542 	451 	427 
KM2,LCD1,DE	2363 	2838 	2314 
KM2,LCD1,DE1	210 	398 	440 
KM2,LCD1,DE2	377 	509 	529 
KM2,LCD1,DE3	11 u	17 u	10 u
KM2,LCD1,DE4	142 	124 	140 
KM2,LCD1,DE5	15 u	19 u	36 u
KM2,LCD1,DE6	14 u	: 	: 
KM2,LCD1,DE7	217 	247 	180 
KM2,LCD1,DE8	150 	160 	136 
KM2,LCD1,DE9	230 	203 	101 
KM2,LCD1,DEA	237 	225 	204 
KM2,LCD1,DEB	267 	311 	259 
KM2,LCD1,DEC	13 u	: 	: 
KM2,LCD1,DED	112 	68 	: 
KM2,LCD1,DEE	85 	221 	94 
KM2,LCD1,DEF	74 	115 	51 u
KM2,LCD1,DEG	207 	222 	134 
KM2,LCD1,DK	223 	292 	593 
KM2,LCD1,DK0	223 	292 	593 
KM2,LCD1,EE	351 	823 	883 
KM2,LCD1,EE0	351 	823 	883 
KM2,LCD1,EL	18390 	19201 	18261 
KM2,LCD1,EL3	612 	721 	509 
KM2,LCD1,EL4	2672 	2932 	3403 
KM2,LCD1,EL5	4660 	4797 	4897 
KM2,LCD1,EL6	10446 	10750 	9451 
KM2,LCD1,ES	27937 	32606 	33207 
KM2,LCD1,ES1	2899 	3309 	4593 
KM2,LCD1,ES2	4189 	4543 	4922 
KM2,LCD1,ES3	486 	759 	783 
KM2,LCD1,ES4	11689 	13767 	14829 
KM2,LCD1,ES5	4889 	5712 	4606 
KM2,LCD1,ES6	3784 	4518 	3475 
KM2,LCD1,EU27	116823 	124992 	: 
KM2,LCD1,EU28	122246 	: 	: 
KM2,LCD1,EU_V	107758 	115748 	128198 
KM2,LCD1,FI	7808 	6438 	9361 
KM2,LCD1,FI1	7808 	6438 	9361 
KM2,LCD1,FR	12163 	11562 	13020 
KM2,LCD1,FR1	67 	52 u	35 u
KM2,LCD1,FR2	572 	564 	1018 
KM2,LCD1,FR3	13 u	14 u	101 
KM2,LCD1,FR4	425 	423 	648 
KM2,LCD1,FR5	629 	259 	883 
KM2,LCD1,FR6	2835 	2605 	2260 
KM2,LCD1,FR7	1509 	1434 	1751 
KM2,LCD1,FR8	6114 	6210 	6323 
KM2,LCD1,HR	5422 	: 	: 
KM2,LCD1,HR0	5422 	: 	: 
KM2,LCD1,HU	1403 	1439 	1365 
KM2,LCD1,HU1	61 u	31 u	84 
KM2,LCD1,HU2	587 	699 	655 
KM2,LCD1,HU3	755 	710 	626 
KM2,LCD1,IE	929 	853 	963 
KM2,LCD1,IE0	929 	853 	963 
KM2,LCD1,IT	9849 	10449 	13038 
KM2,LCD1,ITC	540 	711 	1083 
KM2,LCD1,ITF	3763 	3756 	4275 
KM2,LCD1,ITG	3405 	3695 	4545 
KM2,LCD1,ITH	606 	746 	680 
KM2,LCD1,ITI	1534 	1541 	2455 
KM2,LCD1,LT	416 	631 	804 
KM2,LCD1,LT0	416 	631 	804 
KM2,LCD1,LU	61 	21 u	18 u
KM2,LCD1,LU0	61 	21 u	18 u
KM2,LCD1,LV	723 	509 	2006 
KM2,LCD1,LV0	723 	509 	2006 
KM2,LCD1,MT	16 u	18 u	: 
KM2,LCD1,MT0	16 u	18 u	: 
KM2,LCD1,NL	214 	165 	332 
KM2,LCD1,NL1	33 u	26 u	123 
KM2,LCD1,NL2	92 	60 	62 u
KM2,LCD1,NL3	76 	63 	117 
KM2,LCD1,NL4	13 u	16 u	31 u
KM2,LCD1,PL	2165 	2784 	2274 
KM2,LCD1,PL1	366 	348 	304 
KM2,LCD1,PL2	349 	638 	457 
KM2,LCD1,PL3	561 	644 	539 
KM2,LCD1,PL4	319 	363 	273 
KM2,LCD1,PL5	149 	235 	165 
KM2,LCD1,PL6	421 	557 	536 
KM2,LCD1,PT	7643 	8220 	11218 
KM2,LCD1,PT1	7643 	8220 	11218 
KM2,LCD1,RO	3559 	3117 	: 
KM2,LCD1,RO1	1465 	1543 	: 
KM2,LCD1,RO2	798 	428 	: 
KM2,LCD1,RO3	313 	125 	: 
KM2,LCD1,RO4	982 	1022 	: 
KM2,LCD1,SE	9361 	10952 	11807 
KM2,LCD1,SE1	491 	737 	684 
KM2,LCD1,SE2	1272 	1572 	1417 
KM2,LCD1,SE3	7598 	8643 	9706 
KM2,LCD1,SI	459 	403 	539 
KM2,LCD1,SI0	459 	403 	539 
KM2,LCD1,SK	1035 	1395 	1361 
KM2,LCD1,SK0	1035 	1395 	1361 
KM2,LCD1,UK	2023 	2264 	2346 
KM2,LCD1,UKC	29 u	24 u	102 
KM2,LCD1,UKD	69 	160 	267 
KM2,LCD1,UKE	: 	41 u	70 
KM2,LCD1,UKF	60 u	80 	56 u
KM2,LCD1,UKG	16 u	70 	49 u
KM2,LCD1,UKH	111 	116 	33 u
KM2,LCD1,UKI	46 u	18 u	24 u
KM2,LCD1,UKJ	225 	211 	219 
KM2,LCD1,UKK	250 	172 	220 
KM2,LCD1,UKL	292 	184 	365 
KM2,LCD1,UKM	909 	1087 	798 
KM2,LCD1,UKN	15 u	100 	141 
KM2,LCD2,AT	3306 	3944 	4032 
KM2,LCD2,AT1	83 	78 	117 
KM2,LCD2,AT2	842 	1084 	1153 
KM2,LCD2,AT3	2381 	2782 	2762 
KM2,LCD2,BE	234 	133 	107 
KM2,LCD2,BE1	11 u	: 	22 u
KM2,LCD2,BE2	88 	73 	33 u
KM2,LCD2,BE3	135 	61 	52 u
KM2,LCD2,BG	1401 	1384 	: 
KM2,LCD2,BG3	853 	720 	: 
KM2,LCD2,BG4	548 	664 	: 
KM2,LCD2,CY	1333 	1154 	: 
KM2,LCD2,CY0	1333 	1154 	: 
KM2,LCD2,CZ	245 	167 	117 
KM2,LCD2,CZ0	245 	167 	117 
KM2,LCD2,DE	1430 	1155 	958 
KM2,LCD2,DE1	135 	44 u	34 u
KM2,LCD2,DE2	304 	249 	246 
KM2,LCD2,DE3	11 u	15 u	: 
KM2,LCD2,DE4	72 	64 	51 u
KM2,LCD2,DE6	14 u	13 u	: 
KM2,LCD2,DE7	51 	56 u	36 u
KM2,LCD2,DE8	128 	110 	47 u
KM2,LCD2,DE9	111 	134 	103 
KM2,LCD2,DEA	241 	185 	101 
KM2,LCD2,DEB	174 	125 	119 
KM2,LCD2,DEC	13 u	: 	16 u
KM2,LCD2,DED	27 u	13 u	: 
KM2,LCD2,DEE	39 u	26 u	17 u
KM2,LCD2,DEF	81 	70 	84 
KM2,LCD2,DEG	27 u	51 u	104 
KM2,LCD2,DK	622 	473 	268 
KM2,LCD2,DK0	622 	473 	268 
KM2,LCD2,EE	379 	271 	219 
KM2,LCD2,EE0	379 	271 	219 
KM2,LCD2,EL	14268 	14124 	14655 
KM2,LCD2,EL3	661 	664 	390 
KM2,LCD2,EL4	5274 	5026 	5209 
KM2,LCD2,EL5	1958 	2053 	2355 
KM2,LCD2,EL6	6374 	6381 	6700 
KM2,LCD2,ES	56143 	52747 	56025 
KM2,LCD2,ES1	6142 	6297 	6701 
KM2,LCD2,ES2	9287 	8596 	8020 
KM2,LCD2,ES3	747 	862 	938 
KM2,LCD2,ES4	21472 	19421 	20605 
KM2,LCD2,ES5	4823 	4356 	6961 
KM2,LCD2,ES6	13673 	13214 	12799 
KM2,LCD2,EU27	187247 	175821 	: 
KM2,LCD2,EU28	188789 	: 	: 
KM2,LCD2,EU_V	183135 	172074 	172142 
KM2,LCD2,FI	6618 	5695 	12242 
KM2,LCD2,FI1	6618 	5658 	12242 
KM2,LCD2,FI2	: 	38 u	: 
KM2,LCD2,FR	8415 	8080 	9331 
KM2,LCD2,FR1	15 u	27 u	69 u
KM2,LCD2,FR2	540 	381 	861 
KM2,LCD2,FR3	51 u	13 u	82 
KM2,LCD2,FR4	225 	173 	395 
KM2,LCD2,FR5	671 	493 	1014 
KM2,LCD2,FR6	2079 	2000 	1574 
KM2,LCD2,FR7	924 	769 	1249 
KM2,LCD2,FR8	3909 	4223 	4088 
