unit,duration,partner,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,N_GE4,OUT,BE	2370835 	2421001 b	3369644 	3118223 	3256279 	3349793 	2642433 	3531657 	3559140 	3399846 	3230433 	3071277 	2991244 	3204027 	2995418 	2872491 	2586323 	2671492 	: 	2512751 	3119951 	: 	3807922 	: 	: 
NR,N_GE4,OUT,BG	153784 	173554 	138622 	152941 	73289 	105147 	100881 b	250851 e	209153 e	264390 e	249705 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,CH	3798348 	3770443 	3761288 	3455619 	3289924 	3061482 	3047800 	3461579 	3043365 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,CY	122969 e	122477 e	114942 e	105446 e	109778 e	98992 e	181017 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,CZ	1465516 	1473032 	1355878 	1630677 	1685127 	1496931 	1365318 e	1475381 	2037894 	940074 e	1340187 e	1204431 	1140566 	1326130 	1278327 	1193117 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,DE	24246637 	20872129 	22321623 	21330781 	21088553 	22241329 	21617616 	22140077 	21005130 	25484027 e	20396329 	24892052 	35300725 	33547343 	25550000 	25680000 	27819000 	32359000 	32278000 	33800000 	37600000 	32000000 	: 	: 	: 
NR,N_GE4,OUT,DK	1074093 e	1794452 e	1790937 	1676575 	1716329 	1814925 	1977929 	1898929 	2127993 	2070605 	2104332 	1995435 	1995435 	1700369 	1787071 	1521000 	1567200 	1577100 	2136300 	1799200 	1553300 	1738000 	1784800 	: 	: 
NR,N_GE4,OUT,EA	50691667 	: 	48554782 	46900384 	45459512 	45960629 	46198781 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,EE	351600 	231085 	293263 	272436 	251508 	219894 	213338 b	: u	: u	266840 	227225 	205861 	164820 	142572 	98729 	139562 	123981 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,EL	362516 	264584 	306706 	283007 	292670 	289415 	257632 	283005 	442436 	405028 	547230 	434943 	468456 	495944 	387515 	407787 	404468 	477208 	439021 	303432 	234698 	295454 	377795 	228421 	228421 
NR,N_GE4,OUT,ES	3370308 	3118787 	3050026 	2879894 b	2107259 	1981372 	2128672 	2321430 	2191827 	2285455 	2135357 	2189471 	1941176 	1653296 	1169743 	1828668 	1694908 	1621394 	2879707 	2003899 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,EU25	73034108 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,EU27	73425381 e	: 	69755991 	68213741 	67099722 	71281032 	70722422 e	72494801 e	73257142 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,EU28	73683548 e	: 	69927081 	68418602 	67384983 	71494401 	70939907 	72740653 e	73439402 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,FI	727727 	836101 	676813 	696575 	719286 	693621 	702880 b	683000 	683000 	647000 	631000 	620000 	648000 	581000 	503000 	508000 	449000 	440000 	461000 	469000 	447000 	415000 	443000 	465000 	447000 
NR,N_GE4,OUT,FR	3753049 	3814133 	3874332 	3736176 	3739142 	3606607 	3419298 	3397271 	3197238 	3413525 	3020945 	2776798 	2799075 	2598696 	2695000 	2600000 	: 	2494000 	2401000 	2461000 	2244000 	2259000 	: 	: 	: 
NR,N_GE4,OUT,HR	258167 	289221 	171090 	204861 b	285261 	213369 	285912 	245852 	182260 	262891 	244398 	228953 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,HU	1147785 	1069988 	1020619 	1005116 	783950 	733708 	802518 b	721871 	1155849 	928733 	997969 	562564 	658061 	1165736 	1126121 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,IE	1014189 	872123 	957828 	866416 	880141 	706920 	812175 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1260000 	: 	: 	: 	: 
NR,N_GE4,OUT,IT	4513764 	4643562 	3869342 	4113420 	3737765 b	3661647 	4899439 	4956462 	4943121 	5189245 	4719097 	3602956 	3581376 	3536892 	3513353 	3546884 	3496685 	3428778 	3129733 	3265637 	2949283 	2778403 	: 	: 	: 
NR,N_GE4,OUT,LT	495227 	520239 	509851 	525675 	537809 	523641 	489266 	710512 	625944 	550373 	767736 	601198 	578035 	576967 	274820 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,LU	224104 	353956 	351041 	336298 	295009 	339950 	292609 	294967 	233589 	310149 	302455 	248521 	190000 	233000 	229000 	240000 	223000 	222000 	216000 	220000 	217000 	212000 	: 	: 	: 
NR,N_GE4,OUT,LV	: 	318831 	327627 	300595 	279211 	305785 	232037 	266784 	151929 	141256 	190109 	160773 	129216 	114544 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,MK	222800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,MT	159297 	142825 	125248 	102971 	93639 	89792 	80582 b	106338 	145992 	140617 	120971 	111427 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,NL	6222708 	6196698 	5848977 	5560232 	5569655 	5548703 	5497690 b	3694000 	3634000 	3456000 	3570000 	3453000 	3348000 	3470000 	3414000 	3398000 	3317000 	4794000 	4959000 	4990000 	4823000 	: 	: 	: 	: 
NR,N_GE4,OUT,NO	1291913 	1314594 	1226585 	1277383 	1380802 	1331765 	: 	1238202 	1072402 	1072402 	1136672 	1438113 	1260108 	1123724 	1053461 	1039931 	1075474 	1047390 	1037753 	904743 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,PL	2414777 	2299062 	2214369 	1971968 	2932272 	2190000 	2050000 	2310000 e	2431000 	2522000 	2527000 	2150000 	1853000 	1460000 	1289000 e	1220000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,PT	327942 	323027 	258736 	288127 	252923 	272901 	268925 	351066 	371846 	358294 	326642 	372800 	429006 	508329 	491204 	381010 	442939 	344711 	392045 	449363 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,RO	237489 	204846 	199092 	206927 	204453 	200371 	166870 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,SE	2476791 	2164959 b	1524596 	1525883 	1373070 	: 	3010395 	2886556 	2751221 	2788345 	2854876 	2755079 	2519104 	: 	: 	: 	: 	: 	: 	: 	: 	3223000 	: 	: 	: 
NR,N_GE4,OUT,SI	805042 	745337 	687836 	688739 	666529 e	634868 e	641947 	687000 	644000 	609000 	651526 	678393 	662321 	613341 	622261 	602970 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,SK	896284 	1032140 	1052242 	1125511 	1003552 	986785 b	1292107 	1340449 	1554151 	1357389 	1410955 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,UK	: 	: 	12233980 	12317000 	12054700 	14939500 	14260000 	14355000 	15563000 	14068000 	14686000 	14201000 	15063000 	15265000 	16190000 	15720000 	11366000 	11767000 	11179000 	12880000 	15880000 	15150000 	15930000 	: 	: 
NR,N_GE4,WORLD,AT	: 	4419440 	4418247 	4293217 	4250086 	4196358 	4274899 	4274999 	4179708 	4160300 	4285709 	4094322 	4320494 	3743035 	3588175 	3602938 	3103877 	3479331 	3604874 	3213558 	3131700 	: 	3115700 	: 	: 
NR,N_GE4,WORLD,BE	5129882 	4892543 b	5124488 	4759873 	4493768 	5030113 	3936747 	4401993 	4316928 	4254919 	4139824 	3962028 	3932097 	4307605 	4009220 	3855125 	3476400 	3517228 	: 	3430466 	4364393 	: 	5216250 	: 	: 
NR,N_GE4,WORLD,BG	1499268 	1589043 	1250157 	1340724 	1048103 	898328 	708617 b	1117119 e	1085735 e	1468080 e	1125775 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,CH	5602655 	5578408 	5506010 	5215723 	5157234 	5021948 	4906022 	4853676 	4801767 	4753219 	4523010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,CY	406519 e	377691 e	377204 e	374251 e	335665 e	201147 e	316849 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,CZ	5390147 	5617867 	5461837 	5404775 	5860238 	5050417 	5105154 e	5234794 	5519196 	4826585 e	4573947 e	4767847 	4515035 	4842954 	4668378 	4281504 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,DE	47231661 	43914403 	45666926 	44854461 	45176420 	45500860 	45450152 	47635092 	46369410 	46597527 	44714533 	44993362 	57110828 	57955228 	44828000 	46083000 	46665000 	55236000 	53490000 	50700000 	62800000 	56700000 	: 	: 	: 
NR,N_GE4,WORLD,DK	2373251 e	2934117 e	3543693 	3431417 	3459870 	3431117 	3349876 	3095863 	2973605 	2911833 	2941911 	2755798 	2755798 	2813503 	2720612 	2802000 	2671100 	2711400 	3306600 	2902600 	2705700 	2944000 	3179600 	: 	: 
NR,N_GE4,WORLD,EA	156009608 	: 	151482822 	150149598 	143913409 	145034611 	146430924 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,EE	613571 	483428 	485221 	457647 	478734 	439550 	416498 b	: u	: u	444440 	385079 	371458 	259375 	279756 	231368 	258419 	294962 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,EL	3310908 	3030286 	2668259 	2780638 	3041058 	2609241 	2720425 	2847268 	3174318 	3976570 	4106151 	4040329 	4178526 	4459957 	3332537 	4025817 	3951817 	4120492 	4416101 	3908957 	5159851 	5812597 	6877952 	3448570 	3448570 
NR,N_GE4,WORLD,ES	20736532 	19486797 	19664167 	18689044 b	14768231 	15103549 	14857373 	15830771 	14874946 	16260618 	16611523 	16550838 	16702202 	14656060 	11822760 	17899213 	17699604 	17718301 	27987899 	21658194 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,EU25	210551127 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,EU27	213847301 e	: 	207612987 	206641894 	198998150 	206735848 	208342373 e	217879089 e	219009211 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,EU28	215132000 e	: 	208732563 	207726621 	200234741 	207807749 	209379321 	219039715 e	220437204 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,FI	3150300 	3091860 	3074364 	3153223 	3009361 	3043838 	3003136 b	2650000 	2583000 	2557000 	2560000 	2638000 	2491000 	2511000 	2360000 	2404000 	2308000 	2297000 	2216000 	2156000 	2114000 	2241000 	1970000 	2066000 	2114000 
NR,N_GE4,WORLD,FR	30948248 	30076449 	32822497 	33640981 	33641401 	33732725 	33475541 	33725738 	33380179 	34051544 	34043867 	34064713 	34020479 	34186837 	29829000 	29552000 	: 	28573000 	28556000 	28992000 	29011000 	29088000 	: 	: 	: 
NR,N_GE4,WORLD,HR	1284699 	1235242 	1119576 	1084727 b	1236591 	1071901 	1238527 	1160626 	1427993 	1420228 	1309176 	1325971 	: 	: 	1423073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,HU	3220675 	3070877 	3145209 	3066132 	2932883 	2883016 	2972789 b	2663136 	4037673 	3838292 	4364776 	2866220 	2982704 	4237684 	4141344 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,IE	2244945 	2141669 	2112565 	1987949 	2024182 	1811280 	1892215 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2291000 	: 	: 	: 	: 
NR,N_GE4,WORLD,IT	20456971 	18902078 	18386564 	19000316 	17283859 b	17605427 	20543435 	23002883 	24579973 	25070920 	23672813 	24931700 	24782249 	24470576 	24315737 	24540069 	24199133 	23729795 	22833817 	21507954 	21964559 	22718754 	: 	: 	: 
NR,N_GE4,WORLD,LT	642761 	667774 	664420 	701600 	711835 	682718 	624272 	975708 	890202 	839440 	1036580 	770532 	748035 	727952 	620295 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,LU	224624 	371782 	363632 	350013 	306831 	349212 	305243 	295363 	253594 	313793 	305701 	249949 	190000 	234000 	230000 	241000 	225000 	224000 	217000 	223000 	219000 	214000 	: 	: 	: 
NR,N_GE4,WORLD,LV	: 	514757 	528144 	497235 	451906 	469646 	390030 	462527 	346146 	345183 	391420 	364930 	359956 	381155 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,MK	289119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,MT	223382 	198633 	165513 	141236 	142470 	130118 	121013 	127462 	145992 	140617 	120971 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,NL	10691660 	10619553 	10435079 	10022710 	9916805 	10122479 	10249101 b	9697000 	9644000 	9346000 	9355000 	9153000 	9072000 	9104000 	9200000 	9135000 	8892000 	8841000 	8768000 	8835000 	8801000 	: 	: 	: 	: 
NR,N_GE4,WORLD,NO	3369698 	3287871 	3223002 	3153969 	3219625 	3152025 	: 	3041574 	2821296 	2821296 	2914584 	2730680 	2800725 	2632755 	2605335 	2638552 	2526656 	2568413 	2525184 	2551169 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,PL	13254508 	12867405 	12512686 	11806067 	11815917 	11880000 	10860000 	10227000 e	10766000 	11841000 	11747000 	10990000 	10465000 	10432000 	10075000 e	11000000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,PT	2840235 	2671181 	2638713 	2586208 	2341800 	2448343 	1919079 	2015599 	2059157 	2284011 	1528055 	1725767 	2433924 	2512255 	2664265 	2473200 	2875028 	2863260 	2625538 	2656956 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,RO	1796906 	1675556 	1593251 	1770499 	1744979 	1795490 	1819627 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,SE	5067216 	4944682 b	4016154 	4322947 	3876810 	: 	6325505 	6176528 	6072913 	5850901 	5937608 	5764830 	5618473 	: 	: 	: 	: 	: 	: 	: 	: 	5624000 	: 	: 	: 
NR,N_GE4,WORLD,SI	1048596 	976535 	941055 	919567 	912147 e	872572 e	915345 	1036000 	996000 	1016000 	1036670 	1066130 	1036187 	1013821 	965232 	961925 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,SK	2435410 	2237996 	2199626 	2138264 	1790591 	1837799 b	2033873 	2192518 	2415931 	2364874 	2366602 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,UK	: 	: 	23526890 	24150900 	23182200 	28285000 	29554000 	29998000 	30934000 	29105000 	29087000 	29005000 	30150000 	30778000 	29190000 	30850000 	21137000 	21703000 	21609000 	29010000 	35410000 	28070000 	27540000 	: 	: 
PC_POP,N1-3,WORLD,AT	: 	58.45 	58.22 	57.45 	57.26 	59.61 	57.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,BE	43.14 	39.88 b	32.21 	30.56 	28.17 	30.89 	24.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,BG	20.53 	22.19 	16.61 	16.48 	17.07 	10.32 	8.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,CH	68.59 	68.49 	68.5 	67.62 	65.25 	66.49 	65.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,CY	38.8 e	34.57 e	38.58 e	33.95 e	35.11 e	29.57 e	42.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,CZ	67.84 	71.37 	69.96 	68.39 	69.7 	61.81 	63.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,DE	68.74 	64.83 	71.05 	69.41 	70.96 	70.99 	70.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,DK	31.62 e	32.53 e	43.33 	42.08 	47.1 	45.29 	42.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,EE	73.5 	63.54 	54.88 	51.72 	64.45 	52.73 	51.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,EL	13.01 	12.29 	10.42 	11.69 	11.72 	9.14 	13.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,ES	49.42 	51.54 	47.26 	45.98 b	37.43 	37.05 	36.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,EU27	: 	: 	: 	: 	: 	39.53 e	38.25 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,EU28	: 	: 	: 	: 	: 	39.37 e	38.23 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,FI	85.66 	86.85 	86.93 	85.18 	86.01 	85.15 	87.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,FR	55.7 	55.12 	50.2 	50.94 	50.84 	50.81 	51.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,HR	26.39 	20.72 	21.14 	22 b	28.77 	30.72 	34 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,HU	43.7 	44.64 	41.72 	39.36 	39.41 	36.92 	39.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,IE	48.8 	48.87 	46.92 	46.52 	47.03 	43.33 	46.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,IT	20.21 	18.91 	21.64 	19.51 	17.69 b	18.88 	22.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,LT	31.07 	30.81 	30.66 	30.46 	30.16 	29.83 	27.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,LU	: c	66.47 	52.42 	57.72 	48.36 	54.7 	49.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,LV	: 	47.69 	50.75 	47.4 	44.97 	43.44 	50.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,MK	17.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,MT	25.14 	26.24 	27.24 	22.66 	24.49 	23.67 	23.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,NL	55.52 	55.45 	56.02 	54.19 	56.22 	55.4 	59.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,NO	84.03 	80.36 	80.4 	79.84 	81.83 	82.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,PL	44.4 	42.51 	41.41 	38.39 	35.78 	30.87 	33.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,PT	32.94 	30.25 	30.72 	17.31 	17.22 	29 	24.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,RO	16.32 	16.8 	14.55 	15.81 	14.94 	13.87 	11.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,SE	74.12 	76.45 b	43.38 	41.44 	38.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,SI	37.72 	35.62 	37.82 	30.6 	33.03 e	31.78 e	36.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,SK	52.18 	45.68 	33.01 	29.57 	26.22 	27.19 b	13.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,UK	: 	: 	22.68 	22.49 	25.12 	22.29 	8.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,AT	: 	17.63 	18.5 	18.41 	18.69 	18.56 	18.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,BE	7.08 	7 b	3.96 	5.15 	4.66 	5.29 	5.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,BG	27.62 	29.72 	26.24 	24.71 	22.78 	18.83 	15.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,CH	8.64 	8.5 	9.24 	9.99 	9.75 	10.22 	12.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,CY	22.76 e	23.65 e	24.33 e	27.15 e	22.71 e	26.31 e	28.21 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,CZ	34.51 	38.75 	40.59 	40.55 	42.62 	35.25 	35.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,DE	17.25 	19.14 	21.21 	23.86 	23.26 	23.38 	24.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,DK	25.45 e	26.26 e	22.28 	21.74 	22.63 	21.34 	19.81 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,EA	30.34 	: 	29.98 	30.81 	30.01 	32.07 	33.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,EE	17.26 	: 	23.3 	23.58 	25.43 	20.39 	20.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,EL	35.53 	33.67 	30.07 	31.23 	33.23 	27.66 	32.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,ES	43.09 	43.46 	45.13 	43.48 b	41.82 	43 	41.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,EU25	31.56 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,EU27	31.18 e	: 	29.93 e	30.18 	29.65 	31.14 e	31.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,EU28	31.12 e	: 	29.92 e	30.16 	29.66 	31.08 e	31.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,FI	30.32 	28.25 	29.77 	28.26 	32.65 	31.43 	33.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,FR	47.58 	48.61 	47.72 	49.34 	48.51 	50.06 	51.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
