unit,duration,partner,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
PC_POP,N_GE4,DOM,BG	19.7 	21.28 	17.44 	17.95 	14.82 	11.95 	9.15 b	13.5 e	13.4 e	18.3 e	13.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,CH	6.69 	7.48 	7.74 	7.4 	8.55 	8.53 	9.94 	13.6 	10.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,CY	12.95 e	12.73 e	12.63 e	16.01 e	10.52 e	7.05 e	8.12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,CZ	22.74 	26.61 	26.86 	25.77 	29.8 	24.48 	23.09 	23.1 	31.8 	29.4 e	24.4 e	25.9 	24.7 	27.5 	26.6 	24.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,DE	12.49 	13.3 	14.73 	15.98 	16.19 	15.67 	16.05 	21.5 	21.7 	26.2 e	22.6 	21.4 	24.5 	25.7 	19.8 	19.8 	20.7 	27.2 	24.8 	22.4 	21.9 	23.7 	: 	: 	: 
PC_POP,N_GE4,DOM,DK	17.76 e	15.23 e	19.25 	19.36 	20.34 	19.08 	16.59 	15.3 	10.4 	10.2 	10.5 	9.7 	9.7 	14.3 	13.6 	18.2 	15.4 	15.2 	17.8 	15.3 	17.1 	15.9 	19.6 	: 	: 
PC_POP,N_GE4,DOM,EE	8.08 u	11.56 	11.03 	9.39 	10.84 	9.97 	10.54 b	: 	: 	8.4 	6.1 	7.3 	6.2 	10.3 	9.5 	9.5 	13 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,EL	30.09 	28.48 	24.47 	25.4 	28.15 	23.38 	25.13 	26 	27.7 	36.4 	36.2 	37 	38.4 	41 	30.9 	38.1 	37.4 	38.5 	42.4 	39.2 	54.2 	61.3 	72.9 	35.7 	36.1 
PC_POP,N_GE4,DOM,ES	33.25 	32.1 	33.56 	32.18 b	28.92 	29.92 	28.59 	29.8 	27.8 	31.1 	32.5 	33.4 	34.8 	31.6 	26.7 	43.9 	44.6 	45.5 	73.7 	58.2 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,EU27	: 	: 	: 	: 	: 	22.58 e	23.1 e	24.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,EU28	: 	: 	: 	: 	: 	22.5 e	23.09 	24.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,FI	27.6 	26.73 	28.26 	30.05 	29.82 	28.77 	29.7 b	26.2 	25.8 	25.6 	25.8 	28.8 	24.5 	27.1 	27.5 	30.4 	29.8 	28.3 	28.3 	26.7 	28.4 	29.5 	26.6 	34.4 	28.9 
PC_POP,N_GE4,DOM,FR	36.01 	36.04 	41.18 	43.06 	43.02 	43.92 	44.75 	43.4 	43.4 	44.9 	45 	45.5 	45.6 	46.4 	39.9 	41.2 	: 	41 	40.5 	41.9 	42.4 	43.6 	: 	: 	: 
PC_POP,N_GE4,DOM,HR	22.52 	21.45 	22.6 	20.9 b	22.32 	18.76 	21.3 	20.7 	27.5 	24.5 	23.6 	21.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,HU	17.8 	16.85 	18.47 	18.54 	19.47 	19.66 	19.33 b	17.3 	30.4 	30.5 	34.7 	20.6 	26.3 	33.7 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,IE	6.38 	8.47 	7.87 	8.94 	9 	8.97 	8.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.2 	22.8 	36.1 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,IT	24.02 	21.79 	21.59 	23.66 	21.59 b	23.84 	27.67 	27.8 	30.1 	30.7 	30 	35.7 	35.7 	35.5 	35.6 	36.3 	36 	35.4 	34.4 	31.8 	32.6 	35.9 	: 	: 	: 
PC_POP,N_GE4,DOM,LT	5.12 	5.1 	5.36 	6.17 	6.07 	5.43 	4.8 	9.7 	8.9 	9.7 	8.1 	5.2 	5.6 	4.9 	12.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,LU	: c	: c	: c	: c	0.8 	0.21 	0.43 	0 	0.2 	: 	: 	: 	0.3 	0.3 	0.3 	0.3 	0.6 	0.3 	0.3 	0.9 	0.3 	0.6 	: 	: 	: 
PC_POP,N_GE4,DOM,LV	: 	6.95 	6.79 	6.08 	5.31 	7.05 	8.33 	6.8 	9.8 	10.2 	10.2 	10.2 	11.4 	13.4 	14.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,MK	4.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,MT	5.64 	5.98 	5.46 	5.35 	7.25 	5.7 	7.3 b	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,NL	15.09 	15.36 	16.78 	16.59 	16.98 	17.3 	18.1 b	12.8 	13.6 	14.1 	13.3 	14.2 	15.4 	14.4 	15.6 	15 	14.6 	17.1 	17.4 	17.8 	18.1 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,NO	13.89 	15.27 	17.74 	12.7 	15.2 	13.04 	: 	14.7 	18.3 	18.6 	16.3 	16.8 	22.4 	19.2 	20.9 	24.4 	21 	24.7 	25.8 	26.4 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,PL	27.59 	27.02 	26.27 	24.96 	22.29 	24.85 	22.48 	20.4 e	21.6 	24.2 	23.3 	22.5 	23 	24.8 	24.5 e	27.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,PT	20.71 	20.16 	20.26 	11.4 	11.29 	19.78 	15.85 	16.7 	16.4 	19.1 	12.4 	13.7 	19.6 	19.9 	21.3 	22.3 	25.1 	26.2 	23.7 	24.3 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,RO	9.34 	8.71 	8.26 	9.15 	8.98 	8.75 	9.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,SE	15.49 	12.84 b	10.67 	10.14 	10.61 	: 	37.8 	38.4 	39.3 	37.1 	36.9 	37 	38.1 	: 	: 	: 	: 	: 	: 	: 	: 	55.9 	: 	: 	: 
PC_POP,N_GE4,DOM,SI	8.21 	6.89 	8.43 	7.77 	8.23 e	7.82 e	8.62 	9.7 	11 	12.6 	11.7 	12.6 	12.2 	12.1 	12.1 	13.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,SK	19.87 	16.56 	17.39 	15.32 	13.91 	14.99 b	13.74 	16.2 	16.2 	19.2 	18.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,UK	: 	: 	15.69 	15.67 	15.57 	18.44 	20.84 	21.5 	21.2 	21.6 	19.9 	19.1 	21.6 	20.8 	15.7 	17.9 	19.1 	19.6 	20.9 	26 	33.6 	35.9 	34.6 	: 	: 
PC_POP,N_GE4,DOT,AT	: 	32.55 	31.88 	31.12 	30.75 	33.06 	32.6 	31.5 	30.9 	31.1 	31.9 	28.4 	33.2 	26.1 	7.2 	6.1 	8.5 	8.7 	9.3 	9 	7.7 	: 	8.7 	: 	: 
PC_POP,N_GE4,DOT,BE	27.69 	24.57 b	15.59 	14.54 	10.99 	15.25 	10.39 	5.2 	4.9 	4.7 	5.1 	5.3 	5.2 	6.8 	5.8 	5.8 	4.7 	4.5 	: 	4.9 	6.5 	: 	5.7 	: 	: 
PC_POP,N_GE4,DOT,BG	2.31 	1.82 	0.53 	1.17 	0.7 	0.53 	0.36 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,CH	19.35 	18.79 	17.87 	18.71 	19.49 	21.29 	18.39 	7.2 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,CY	25.88 e	22.74 e	24.24 e	22.14 e	21.58 e	7.19 e	10.75 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,CZ	21.07 	19.8 	19.13 	16.49 	16.94 	15.26 	18.63 e	18.9 	6.8 	13.9 e	11.9 e	14.6 	13.9 	12.9 	12.5 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,DE	19.6 	18.94 	18.01 	17.9 	18.68 	17.31 	17.61 	14.5 	14.1 	3.6 e	11.7 	7 	6.3 	8.9 	7.6 	9.3 	6.3 	5.7 	5.8 	: 	14.6 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,DK	8.96 e	8.35 e	17.27 	17.38 	16.69 	15.53 	11.75 	11 	8.2 	8.4 	8.3 	7.5 	7.5 	11.1 	7.7 	11.1 	9.9 	10.9 	9.1 	10 	9.5 	12 	12.6 	: 	: 
PC_POP,N_GE4,DOT,EE	15.65 	11.34 u	6.35 u	7.39 	9.67 	9.43 	7.4 b	: 	: 	7.1 	7.8 	7.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,EL	2.14 	1.82 	1.37 	1.7 	1.68 	1.39 	1.09 	0.5 	0.6 	0.7 	0.8 	0.7 	0.5 	0.8 	0.3 	0.4 	0.6 	0.7 	0.8 	0.3 	0.3 	0.4 	0.6 	1.2 	1.2 
PC_POP,N_GE4,DOT,ES	10.9 	9.76 	9.07 	8.43 b	3.79 	3.85 	4.03 	4.6 	4.6 	4.7 	4.9 	4.4 	4.7 	3.8 	2.7 	1.2 	1.1 	1.1 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,EU27	: 	: 	: 	: 	: 	9.44 e	9.41 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,EU28	: 	: 	: 	: 	: 	9.38 e	9.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,FI	26.33 	23.68 	25.48 	25.13 	21.72 	24.32 	22.45 b	17.6 	16.8 	17.5 	18 	17.3 	17.8 	17.6 	15.7 	13.9 	13.8 	15.5 	13.2 	13.4 	11.4 	14.3 	10.2 	4.4 	11.6 
PC_POP,N_GE4,DOT,FR	15.62 	14.04 	14.44 	14.74 	15.09 	14.84 	14.05 	14 	13.9 	13.6 	14.5 	14.9 	15 	15.5 	13.7 	12.4 	: 	11.9 	12.8 	12.6 	12.8 	12.3 	: 	: 	: 
PC_POP,N_GE4,DOT,HR	5.74 	4.59 	3.51 	3.33 b	3.87 	4.88 	4.56 	3.9 	5.9 	6.4 	5 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,HU	6.53 	6.8 	6.34 	5.59 	5.95 	6.06 	6.58 b	5.4 	3.3 	3.5 	4.7 	6.3 	1 	2.4 	2.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,IE	25.36 	24.78 	22.8 	22.05 	22.76 	21.73 	21.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,IT	6.63 	5.61 	6.3 	4.93 	4.43 b	3.04 	2.66 	6.9 	7.8 	7.8 	7 	6.3 	6.3 	6.2 	6.3 	6.4 	6.3 	6.2 	6 	5.6 	6.4 	5.1 	: 	: 	: 
PC_POP,N_GE4,DOT,LT	1.06 u	0.98 u	0.91 u	0.88 u	0.85 	0.84 u	0.47 u	: 	: 	: 	: 	0.8 	0.4 	0.4 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,LU	: c	3.26 	2.15 u	2.9 u	1.79 	1.82 	2.56 	0.1 	4.7 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	0.3 	0.3 	: 	: 	: 
PC_POP,N_GE4,DOT,LV	: 	5.2 	5.48 	5.8 	5.01 	2.62 	3.94 	4.2 	0.2 	0.3 	0.1 	0.2 	0.3 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,MK	0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,MT	10.09 	8.23 	5.56 	5.25 	6.4 	5.46 	3.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,NL	16.45 	16.06 	16.14 	15.83 	14.69 	15.96 	16.72 b	30.9 	30.4 	29.3 	29.7 	28.4 	27.5 	27.9 	28.1 	28.5 	28 	14 	12.1 	12.1 	13 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,NO	37.13 	33.48 	33.52 	34.82 	31.91 	34.34 	: 	30.4 	26 	26.4 	30.1 	17.5 	18.9 	21.6 	21.4 	19.5 	19.1 	17.5 	15.6 	19.8 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,PL	5.89 	5.61 	5.53 	5.53 	5.15 	4.77 	4.43 	3.9 e	4.1 	4.6 	5.3 	5 	3.9 	3.4 	3.3 e	3.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,PT	8.07 	6.54 	6.51 	3.75 	3.25 	4.45 	2.46 	1.8 	2.3 	2.3 	0.9 	1.4 	2.9 	2.7 	3.4 	1.6 	2.8 	3 	2.5 	1.7 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,RO	0.24 	0.28 	0.19 	0.29 	0.26 	0.14 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,SE	19.29 	24.79 b	19.59 	24.25 	20.11 	: 	4.1 	3.5 	3.3 	2.6 	3.5 	2.8 	3.3 	: 	: 	: 	: 	: 	: 	: 	: 	22.5 	: 	: 	: 
PC_POP,N_GE4,DOT,SI	5.6 	6.28 	5.98 	5.35 	5.73 e	5.68 e	6.9 	10.1 	9 	10.6 	10.6 	9.8 	9.5 	11.3 	8 	7.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,SK	13.65 	9.7 	7.58 	6.72 u	3.23 	3.59 b	2.49 	2.5 	2.6 	2.8 	2.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,UK	: 	: 	5.23 	6.27 	5.19 	6.83 	8.6 	8.8 	8.8 	8 	8.6 	10.4 	8.8 	10.7 	10.9 	13.3 	1.1 	1.1 	1.1 	8.1 	7.9 	7.8 	9.8 	: 	: 
PC_POP,N_GE4,OUT,AT	: 	18.45 	19.33 	19.12 	19.35 	17.31 	17.52 	18.5 	18.5 	17.1 	18.4 	20 	10 	17.8 	29.1 	30.4 	27.7 	31 	34.5 	27.9 	28.7 	: 	27.7 	: 	: 
PC_POP,N_GE4,OUT,BE	26.46 	26.87 b	33.85 	32.09 	34.42 	36.14 	28.89 	38.7 	39.5 	38 	36.4 	35 	34.3 	37 	34.8 	33.6 	30.4 	31.6 	: 	29.9 	37.2 	: 	45.7 	: 	: 
PC_POP,N_GE4,OUT,BG	2.52 	2.83 	2.24 	2.46 	1.17 	1.65 	1.58 b	3.9 e	3.2 e	4 e	3.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,CH	54.82 	54.79 	55.21 	51.27 	49.4 	46.56 	46.46 	51.8 	46.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,CY	16.84 e	17.02 e	16.16 e	14.97 e	15.6 e	13.8 e	25.15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,CZ	16.36 	16.49 	15.18 	18.26 	18.86 	16.74 	15.23 e	16.5 	22.6 	10.5 e	15.1 e	13.7 	13 	15.3 	14.8 	13.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,DE	33.85 	29.2 	31.31 	30.72 	30.52 	31.54 	30.53 	31.3 	29.7 	36 e	28.8 	35.1 	49.9 	47.5 	36.3 	36.6 	39.8 	46.6 	46.6 	48.9 	54.5 	46.5 	: 	: 	: 
PC_POP,N_GE4,OUT,DK	22.09 e	37.12 e	37.31 	35.1 	36.45 	38.87 	40.86 	41.6 	46.9 	46 	47.1 	45 	45.2 	38.7 	40.8 	34.8 	35.9 	36.2 	49.1 	41.4 	35.8 	40.1 	41.2 	: 	: 
PC_POP,N_GE4,OUT,EE	31.85 	20.97 	26.55 	24.68 	22.7 	19.43 	18.85 b	: 	: 	23.4 	19.9 	18 	14.4 	12.5 	8.7 	12.3 	11 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,EL	3.96 	2.9 	3.36 	3.07 	3.18 	3.09 	2.74 	2.9 	4.6 	4.2 	5.7 	4.5 	4.9 	5.2 	4.1 	4.3 	4.3 	5.1 	4.8 	3.3 	2.6 	3.3 	4.3 	2.6 	2.6 
PC_POP,N_GE4,OUT,ES	8.57 	7.98 	7.83 	7.4 b	5.45 	5.1 	5.46 	5.9 	5.6 	5.9 	5.5 	5.8 	5.2 	4.5 	3.2 	5.1 	4.8 	4.7 	8.4 	5.9 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,EU27	: 	: 	: 	: 	: 	16.85 e	16.7 e	17.1 e	17.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,EU28	: 	: 	: 	: 	: 	16.72 e	16.63 	17 e	17.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,FI	16.2 	18.68 	15.17 	15.65 	16.19 	15.67 	15.93 b	15.2 	15.3 	14.6 	14.3 	14.2 	14.9 	13.4 	11.7 	11.9 	10.5 	10.4 	10.9 	11.1 	10.7 	10 	10.7 	11.3 	10.9 
PC_POP,N_GE4,OUT,FR	7.13 	7.27 	7.44 	7.22 	7.27 	7.03 	6.69 	6.4 	6.1 	6.5 	5.8 	5.4 	5.4 	5.1 	5.3 	5.2 	: 	5.1 	4.9 	5.1 	4.6 	4.7 	: 	: 	: 
PC_POP,N_GE4,OUT,HR	7.11 	7.96 	4.71 	5.64 b	7.85 	5.87 	7.76 	6.6 	4.9 	7 	6.5 	6.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,HU	13.47 	12.65 	11.92 	11.77 	9.28 	8.78 	9.58 b	8.5 	13.5 	10.9 	11.7 	6.6 	7.7 	13.7 	13.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,IE	26.16 	22.84 	25.45 	23.94 	24.44 	19.65 	22.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44.1 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,IT	8.68 	8.92 	7.43 	7.9 	7.18 b	7.06 	9.5 	9.5 	9.5 	10.1 	9.2 	7.1 	7.1 	7 	7.1 	7.2 	7.2 	7 	6.4 	6.7 	6.1 	5.7 	: 	: 	: 
PC_POP,N_GE4,OUT,LT	20.74 	21.45 	20.69 	21.06 	21.4 	20.65 	19.12 	27.3 	22.1 	19.3 	26.9 	21.1 	20.3 	20.3 	9.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,LU	44.39 	71.58 	72.93 	71.67 	64.54 	74.37 	69.37 	69.9 	56.6 	76.6 	76.4 	63.9 	49.7 	62.1 	61.9 	66 	61.9 	62.4 	61.4 	63.4 	63.3 	62.5 	: 	: 	: 
PC_POP,N_GE4,OUT,LV	: 	19.77 	20.06 	18.15 	16.68 	18.04 	18.02 	15 	7.8 	7.2 	9.7 	8.2 	6.6 	5.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,MK	17.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,MT	39.1 	36.39 	34.28 	28.52 	26.19 	24.85 	22.36 b	30.1 	41.7 	40.4 	35.2 	32.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,NL	43.92 	44.02 	41.98 	40.39 	40.58 	40.35 	40.29 b	26.9 	26.6 	25.5 	26.5 	25.8 	25.1 	26.1 	25.8 	25.8 	25.3 	36.8 	38.4 	38.8 	37.8 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,NO	31.72 	32.48 	31.49 	32.35 	35.37 	34.67 	: 	31 	27.2 	27.6 	29.7 	38.1 	33.8 	30.4 	28.7 	28.6 	29.7 	29.1 	29 	25.4 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,PL	7.46 	7.1 	6.84 	6.11 	9.06 	6.69 	6.26 	7.1 e	7.5 	7.8 	7.8 	6.7 	5.8 	4.6 	4.1 e	3.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,PT	3.76 	3.67 	2.91 	1.9 	1.76 	3.04 	2.98 	3.9 	4.1 	4 	3.6 	4.2 	4.8 	5.7 	5.6 	4.3 	5.1 	4 	4.6 	5.3 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,RO	1.46 	1.25 	1.21 	1.25 	1.23 	1.12 	0.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,SE	33.25 	29.31 b	18.52 	18.76 	16.85 	: 	38.1 	36.8 	35.3 	36.1 	37.4 	36.4 	33.6 	: 	: 	: 	: 	: 	: 	: 	: 	44.9 	: 	: 	: 
PC_POP,N_GE4,OUT,SI	45.65 	42.45 	39.14 	39.17 	37.89 e	36.06 e	36.45 	39 	36.6 	34.8 	37.7 	39.2 	38.5 	35.8 	36.5 	35.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,SK	19.52 	22.47 	22.9 	24.5 	21.86 	21.54 b	28.26 	29.4 	33.8 	29.7 	31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,OUT,UK	: 	: 	22.67 	22.83 	22.5 	28.3 	27.43 	27.8 	30.4 	27.7 	29.1 	28.4 	30.3 	31 	33.2 	32.4 	23.6 	24.6 	23.5 	27.2 	33.7 	32.3 	34 	: 	: 
PC_POP,N_GE4,WORLD,AT	: 	59.74 	59.93 	58.78 	58.92 	58.66 	59.91 	59.6 	58.6 	58.6 	60.9 	58.6 	62.2 	54.4 	52.7 	53.3 	46.2 	52.2 	54.4 	48.7 	47.6 	: 	47.7 	: 	: 
PC_POP,N_GE4,WORLD,BE	57.26 	54.29 b	51.48 	48.98 	47.51 	54.26 	43.04 	48.2 	47.9 	47.6 	46.7 	45.1 	45.1 	49.8 	46.6 	45.1 	40.9 	41.6 	: 	40.8 	52.1 	: 	62.6 	: 	: 
PC_POP,N_GE4,WORLD,BG	24.53 	25.93 	20.22 	21.57 	16.69 	14.13 	11.09 b	17.5 e	16.6 e	22.3 e	17 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,CH	80.86 	81.06 	80.82 	77.39 	77.44 	76.37 	74.79 	72.7 	72.7 	72.9 	70.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,CY	55.67 e	52.49 e	53.03 e	53.12 e	47.71 e	28.03 e	44.03 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,CZ	60.18 	62.9 	61.17 	60.52 	65.6 	56.47 	56.95 e	58.4 	61.2 	53.7 e	51.4 e	54.1 	51.6 	55.7 	53.9 	49.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,DE	65.95 	61.44 	64.05 	64.6 	65.38 	64.51 	64.19 	67.3 	65.5 	65.8 	63 	63.5 	80.7 	82.1 	63.7 	65.7 	66.8 	79.5 	77.2 	73.4 	91.1 	82.4 	: 	: 	: 
PC_POP,N_GE4,WORLD,DK	48.8 e	60.7 e	73.83 	71.84 	73.47 	73.48 	69.2 	67.8 	65.6 	64.7 	65.9 	62.2 	62.5 	64 	62.1 	64.1 	61.2 	62.3 	76 	66.8 	62.3 	67.9 	73.4 	: 	: 
PC_POP,N_GE4,WORLD,EE	55.58 	43.87 	43.93 	41.47 	43.22 	38.83 	36.8 b	: 	: 	39 	33.7 	32.5 	22.7 	24.6 	20.4 	22.9 	26.2 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,EL	36.2 	33.2 	29.2 	30.17 	33 	27.86 	28.96 	29.4 	32.8 	41.2 	42.7 	42.2 	43.8 	47 	35.3 	42.8 	42.3 	44.4 	48 	42.8 	57.1 	65 	77.8 	39.5 	40 
PC_POP,N_GE4,WORLD,ES	52.72 	49.84 	50.46 	48 b	38.16 	38.87 	38.08 	40.4 	38 	41.6 	43 	43.5 	44.6 	39.8 	32.7 	50.3 	50.6 	51.3 	82.1 	64.1 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,EU27	: 	: 	: 	: 	: 	48.87 e	49.2 e	51.4 e	51.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
